speaker,start,end,duration,content
T002,0.13,2.48,2.35,"OK, looks like the recording started there."
T002,3.25,13.1,9.85,"Uhm, So what we're going to do today is we're going to play a quiz game if you're familiar with the TV show, family feud, or Family Fight, you might recognize it."
T002,13.72,24.84,11.12,"Uh, so I'm gonna ask you a question that was also asked to 100 people in a survey and you guys are going to have to talk together and come up with the top three most popular answers. The question."
T002,25.48,29.27,3.79,So that good and you will have any questions. Or are we ready to start?
P017,29.8,35.56,5.76,"It's the top three most popular, not the top three right ones I suppose OK."
T002,34.55,46.24,11.69,"Yes, so not the ones you think are the most correct, just the ones that you think are the most common. And then after after you've selected the top three, I'll ask you to rank them in order of popularity."
P017,39.61,40.04,0.43,Yeah.
P011,47.01,47.49,0.48,Alright.
T002,47.16,51.29,4.13,"And I'll tell you whether you know how you did, whether people are right or not so."
T002,52.17,53.32,1.15,Any other questions?
P011,54.04,54.92,0.88,Nope.
T002,56.32,56.95,0.63,OK.
P011,56.44,57.59,1.15,"We're working together, yeah?"
T002,58.07,69.59,11.52,"Yeah, you're working together, so talk with each other and try and figure out the most popular things. OK, first question, name something. People are often chased by in movies."
P011,71.82,72.25,0.43,Oh
P017,72.4,74.15,1.75,I feel like dogs has to be up there.
P011,74.34,79.55,5.21,"yeah, I was going to say animals in general, but dogs seem to be probably the most common one."
P017,78.75,81.76,3.01,"Yeah, I would have to say animals as animals gonna."
T002,81.43,92.44,11.01,"Yeah, you're like you're allowed to say I'm going to tell you none of these are quite hitting what's on the list yet. So, uh, you know. Maybe think of films you've seen things that have chased people."
P017,86.68,87.18,0.5,OK.
P011,87.18,87.77,0.59,Ah.
P017,88.72,89.24,0.52,Uh.
P011,90.08,91.57,1.49,Well like other.
P017,90.89,91.24,0.35,Yeah.
P017,92.78,93.35,0.57,I meant.
T002,93.45,96.78,3.33,"Just keep keep, say as many things as you can, and eventually one of them will be on there."
P011,94.58,95.03,0.45,Yeah.
P017,96.49,96.87,0.38,Yeah.
P011,97.68,98.35,0.67,It'll be.
P025,97.96,98.48,0.52,Killers.
P025,99.67,100.25,0.58,Killers.
T002,99.76,105.0,5.24,"Human aliens, uh clothes. More more general."
P011,99.82,100.46,0.64,Perineum?
P011,103.56,108.72,5.16,"Well, other people is probably like the obvious one which we are missing, kinda."
P017,107.6,108.09,0.49,Yeah.
P017,109.23,113.48,4.25,Like murderers and or police like people are chased by police a lot.
T002,109.79,110.5,0.71,Well.
P011,112.05,112.61,0.56,Police
T002,112.42,122.75,10.33,"A police yes please. You got your first, your first one there cops yeah, so that's in the top three there so please you got one out of three."
P017,117.81,118.62,0.81,Anne.
P011,118.02,118.5,0.48,yeah.
P011,121.18,122.3,1.12,OK Sir.
P017,123.88,127.48,3.6,"Zombies is probably up there as well. Maybe not top three, but."
T002,128.59,135.29,6.7,"OK, you said a few things. Like someone that you said aliens. You said zombies, but what about a broader kind of?"
P011,128.61,129.26,0.65,Or
P011,134.87,137.58,2.71,"oh, monsters is the broader term, isn't it?"
T002,137.14,139.95,2.81,"Yeah yeah that's it. OK, two out of three."
P017,141.1,141.67,0.57,Rice
P011,141.15,149.42,8.27,"And then wildlife if we're going with a very broad terms, 'cause like I've seen you see lions, you see bears, you see dogs. You see all of these things."
P011,150.38,151.13,0.75,Uhm?
P017,151.44,152.09,0.65,and.
T002,151.8,153.29,1.49,"That ain't on there, sorry."
P011,153.02,153.89,0.87,Oh
P017,154.39,154.8,0.41,Me.
T002,156.65,165.88,9.23,"So we've kinda looked at the, you know sci-fi domain. What about the more kind of general TV stuff or movie stuff?"
P011,166.13,168.62,2.49,cars like yeah.
T002,167.23,171.96,4.73,"Yeah yeah, you're on fire Christian, OK?"
P017,168.15,168.64,0.49,Oh
P011,171.44,171.86,0.42,Thanks.
P017,172.16,172.65,0.49,yeah.
T002,173.45,175.66,2.21,"Fair play that was really quick, uh?"
T002,176.35,193.88,17.53,So the top three are we had we had police first costs as they said in the 3rd right here at W at monsters. Then we had cars right? So now you guys have to think of an order. How would you rank these things so?
T002,194.99,198.58,3.59,Which with which would be the most popular chosen answer?
P017,196.0,196.47,0.47,Yeah.
T002,199.28,202.61,3.33,"And the second most in the third most, what do you guys think?"
P017,202.72,211.35,8.63,"I think monsters are probably least popular just because like when you think of a chase, it's cop chase or car chase. You don't really think Monster Chase."
P011,211.81,222.34,10.53,"I I agree with that at Julie and I would say that monsters is third out of the three, but for me for cars versus cops, it's a coin toss."
P017,222.62,223.15,0.53,Yeah.
P017,223.71,231.08,7.37,"'cause, like cop chases happen in cars as often as they don't, so does that count? Is calculator catch Ace or both?"
P017,232.1,232.63,0.53,Uhm?
T002,232.16,237.4,5.24,Strange thing about people would have said Oliver Liam you got any any thoughts?
P026,237.63,247.36,9.73,"I agree with that thing. Masters will be third one and then for the first. Uh, I don't know. Probably caps, uh, but uh, yeah reason behind it."
T002,239.14,239.64,0.5,Yeah.
P026,249.18,250.73,1.55,Little yeah.
T002,249.39,249.95,0.56,Yeah.
P025,250.72,252.39,1.67,Let's say I'd say corpses first.
T002,252.95,253.51,0.56,OK.
P011,253.36,256.11,2.75,"I'm good to go, I'm good, I'm good to go with that so."
P017,253.51,254.6,1.09,"Fair enough, yeah?"
P017,255.51,256.18,0.67,"Yes, I'm."
T002,255.84,259.92,4.08,"So final order cops, cars, monsters."
P017,260.3,260.7,0.4,Yeah.
P011,260.32,261.02,0.7,Yes.
P017,261.76,262.55,0.79,Grape on them.
T002,264.88,267.19,2.31,"Yeah, ah."
T002,268.16,272.76,4.6,"You guys got the second one right, but the person period we actually switched so dumb."
P017,270.02,270.87,0.85,Oh no.
P017,271.69,272.27,0.58,Really.
P011,271.9,273.68,1.78,"Woah, monsters is first."
T002,273.76,275.43,1.67,"Yeah, monster."
P017,276.36,276.73,0.37,Oh
P011,276.88,280.77,3.89,I don't watch enough horror movies to even consider that.
T002,280.82,282.56,1.74,The people said.
P017,283.98,284.42,0.44,yeah.
T002,285.04,293.95,8.91,"A little frozen here, maybe my connections being interrupted. I know it's back, it's back OK, did I stop talking for a second there? Did I freeze it all?"
P011,289.66,290.35,0.69,"No, we're good."
P011,294.24,294.61,0.37,Nope.
T002,294.71,302.8,8.09,"OK, I've got a message saying my Internet connection is unstable, but we'll just wait and see what happens."
P017,295.28,295.55,0.27,No.
T002,304.47,309.2,4.73,OK so you guys ready for the second question? There's gonna be three of these in total.
P011,309.51,310.04,0.53,Cool.
P017,310.36,310.68,0.32,Yeah.
T002,311.85,317.1,5.25,"Yeah, OK, name an instrument in a Symphony Orchestra."
P011,318.5,323.81,5.31,"And we're doing the same thing. Violins is the first one which comes to mind as well, yeah?"
P017,318.59,319.18,0.59,Quiet.
P026,319.93,320.53,0.6,Finally.
P017,320.83,321.9,1.07,"Yeah, but then."
T002,323.86,326.35,2.49,"Yeah, that's all their fair play."
P017,324.31,324.76,0.45,Yeah.
P017,326.14,326.79,0.65,Uhm?
P011,328.84,329.56,0.72,Uhm?
P011,331.06,339.57,8.51,"There will be one of the like blowing instruments, whether we which whichever one is like the most commonly said like trombone or sax or tuba."
P026,338.5,339.43,0.93,IPhone.
P017,339.24,342.71,3.47,"Yeah, French horn are like flu or."
P011,343.13,351.65,8.52,"I I probably wouldn't, I wouldn't say French horn or other things 'cause you have to think. Oh, French horn is always like fun. Wants to say trombone tubing."
P025,343.68,344.17,0.49,Home page
P017,346.88,347.39,0.51,Yeah.
P017,348.79,349.26,0.47,Yeah.
P017,350.97,353.23,2.26,What about symbols? 'cause like isn't?
T002,353.19,358.96,5.77,"Oh symbols is closed, so try and think of like more general or general terms."
P017,356.65,356.97,0.32,Oh
P017,358.19,359.86,1.67,percussion drums.
P011,358.29,359.16,0.87,Percussion.
T002,360.38,361.95,1.57,Drums yeah drums.
T002,362.64,367.59,4.95,So we got violin. We got through the 3rd when we left and it wasn't a French word.
P026,366.14,366.42,0.28,John.
T002,368.22,369.09,0.87,"Sorry, what do you say?"
P025,368.28,369.07,0.79,Or trumpet?
P026,370.39,372.98,2.59,"Piano, it's not like I don't know."
P011,370.41,371.12,0.71,Trumpet.
T002,374.07,375.94,1.87,"Uh, Trump. It's not on there."
P011,376.58,379.45,2.87,Is it a general term or is it a specific instrument?
T002,379.63,381.27,1.64,Specific instrument this time.
P017,381.56,383.19,1.63,Viola double bass cello.
P011,381.6,382.07,0.47,OK.
P011,383.27,383.95,0.68,Cello
T002,383.84,385.57,1.73,Jello that's it.
P017,384.58,385.11,0.53,Cello
T002,387.17,387.78,0.61,Alright.
T002,388.87,390.54,1.67,Weather Rocklin cuties?
T002,391.81,396.66,4.85,"OK, so we had violin first, then drums, then cello."
T002,397.72,404.33,6.61,So what do you think you'd rank these in terms of popularity? What do you think people would say first or most?
P011,404.22,409.53,5.31,Very comfortable going with violin first. The way all of us kind of yelled out pilot at the same time.
P017,408.89,410.26,1.37,"Yeah, yeah."
T002,409.76,410.24,0.48,Yeah.
P026,409.91,410.98,1.07,"Yeah, yeah."
P017,411.37,416.28,4.91,And then I'd say Windows people think a violin like cello is very close to a violin.
P011,416.62,417.09,0.47,Yeah.
P017,417.07,420.46,3.39,"So I imagine, just like logically, that might come next."
P011,420.75,423.55,2.8,And then drums last.
P017,421.94,422.57,0.63,Drums
P026,423.93,425.66,1.73,"Yeah, I totally agree."
P011,425.86,427.43,1.57,I'm uncomfortable with that.
P026,427.85,428.26,0.41,Yeah.
P017,428.0,430.81,2.81,"yeah, I'd be happy with not locking that in."
T002,431.74,432.55,0.81,OK.
T002,433.48,434.33,0.85,I'll answer.
P011,435.71,436.38,0.67,Yes.
P017,436.73,437.08,0.35,Yeah.
T002,438.35,439.12,0.77,Correct?
P017,439.57,440.28,0.71,Yes.
P011,439.59,440.31,0.72,Hi.
T002,440.83,444.21,3.38,Perfect order fried and 1st and cello the drugs so.
P011,445.26,445.69,0.43,Nice.
T002,445.75,446.32,0.57,Lania
T002,447.24,453.01,5.77,"cyclone perfectly right? OK, we got one more question. Gonna do the same thing you guys ready."
P011,453.82,454.33,0.51,Yes.
T002,455.54,456.1,0.56,OK.
T002,456.79,464.56,7.77,"Uhm, I'm just gonna warn you that this question was asked before the coronavirus pandemic started, so name of."
P017,462.48,464.82,2.34,"Alright, are we gonna have to rewind?"
T002,466.88,478.11,11.23,Tried to go walk but you would have said back then if you can even think of what it was like back then. God name a public place where you're likely to catch a cold or flu bug.
P026,481.49,481.99,0.5,Uh.
P017,481.59,482.4,0.81,Everywhere.
P011,482.51,483.31,0.8,Everywhere.
P011,484.94,485.89,0.95,Uhm?
P026,485.8,487.01,1.21,The bus station.
P017,488.08,488.53,0.45,Yeah.
P011,488.29,492.65,4.36,Airports are probably one of airports airplanes.
T002,493.32,498.83,5.51,"Airplane airplane, that's one of them. So bus station Welton on their airplane was it's on the list."
P011,493.4,493.87,0.47,Injured.
P017,494.42,494.87,0.45,Open.
P011,495.38,495.77,0.39,Like
P017,496.34,496.74,0.4,Yeah.
P011,499.1,499.71,0.61,school
T002,500.81,502.76,1.95,"Yeah, schools on there as well."
P017,502.01,502.69,0.68,Uhm?
P011,503.34,508.4,5.06,"yeah, teaching like the moment you're around anyone small. They just come with germs."
P025,504.98,505.39,0.41,OK.
P017,508.74,509.11,0.37,Yeah.
T002,509.18,509.75,0.57,Yeah.
P011,510.15,513.03,2.88,"So we have we have airplane and we have schools, so we're missing one."
T002,512.79,513.36,0.57,Yeah.
P026,513.92,515.5,1.58,Hospital can be around.
T002,514.39,514.98,0.59,"Yeah, well."
P017,516.5,517.01,0.51,Bear.
T002,516.61,519.59,2.98,"Yeah, yeah, that's the third one, OK?"
P026,517.32,517.59,0.27,Yeah.
P017,518.71,521.12,2.41,Hospital that's dark.
P011,519.59,520.16,0.57,Well done.
T002,520.99,523.76,2.77,God quick time yeah.
P026,522.66,528.99,6.33,"Pretty girl, not so not about the flu but about the other kind of a disease."
P017,524.27,524.81,0.54,Oh
P011,528.91,530.06,1.15,At any diseases.
P017,529.52,529.96,0.44,yeah.
T002,529.67,541.05,11.38,"Yeah yeah, he just feel like those places are riddled and OK. So we have Chris. We had a airplane first, then school and then hospital."
P026,530.35,530.99,0.64,"Yeah, yeah."
P017,532.14,532.79,0.65,"Dance, yeah."
P026,534.21,534.85,0.64,Transmission.
