speaker,start,end,duration,content
T001,1.54,11.15,9.61,OK so hi everyone and thank you for coming today. We're going to play a quiz so I'm going to ask you a few questions and they were asked to 100 people.
T001,12.2,15.85,3.65,And I need you to give me the tree most popular answers to that question.
T001,16.67,30.68,14.01,"After you get the top 3 answers, I'm gonna ask you to rank them from the most popular to the least popular. So for example, if I said name something that people are afraid of, you would say other people, spiders and heights."
T001,31.31,43.18,11.87,"And the ranking would be spiders heights, other people, and you need to collaborate with that last one and try and reach a consensus before giving it back to me. So do you have any questions?"
T001,43.89,44.42,0.53,On this.
T001,46.71,54.28,7.57,Taking your silence says no. So our first question is named something that people are often chased by in movies.
P033,57.55,58.4,0.85,Guns.
P118,59.31,60.13,0.82,Bugs.
T001,61.32,65.85,4.53,"Uh, you're kind of close with with guns, obviously anyone."
P118,67.78,68.83,1.05,I said cars.
T001,69.0,70.03,1.03,Cars is one of them yet.
P033,71.67,72.6,0.93,Capelis
T001,73.29,77.72,4.43,"Police, yeah the police or cops is nerves so we've got cars and police. There's one more."
P077,78.72,79.27,0.55,Dogs.
T001,80.32,80.77,0.45,Sorry.
P077,81.02,81.77,0.75,Dogs.
T001,82.0,83.3,1.3,"Not dogs, no."
P033,89.7,90.47,0.77,uhm.
P033,91.89,94.76,2.87,So goons like.
P033,95.84,97.75,1.91,A thieves are.
T001,95.91,96.7,0.79,Like a.
T001,98.12,100.95,2.83,"No, not not. There, no, that's a good one."
P118,100.04,101.04,1.0,Who is the other way round?
T001,102.78,103.23,0.45,Sorry.
P118,102.92,103.27,0.35,Team
P118,104.36,108.57,4.21,you do the other way around. Thieves are being chased like they are chased by other.
T001,108.12,108.61,0.49,Yeah.
T001,111.34,113.6,2.26,Think of a very particular type of movie.
P118,118.18,119.02,0.84,Type of movie.
P033,122.93,125.4,2.47,So like a superhero movie?
T001,126.11,131.72,5.61,"No, not quite. People are often chased in this type of movie."
P033,133.38,133.66,0.28,Oh
P033,134.56,134.95,0.39,uh.
P118,134.57,136.08,1.51,I think he's OK.
T001,136.57,138.85,2.28,Think maybe action or horror.
P118,141.32,142.93,1.61,Like a like a.
P118,143.83,145.76,1.93,Bank theft Nick
T001,146.61,147.52,0.91,No.
P118,149.7,150.26,0.56,oh.
T001,149.9,152.49,2.59,Think of think of maybe older horror films.
P033,153.29,154.77,1.48,Like ghosts.
T001,155.12,157.05,1.93,"Close, you're getting close."
P033,157.41,158.29,0.88,Spirits.
P118,157.59,158.06,0.47,OK.
P077,157.81,158.65,0.84,Zombies.
T001,159.35,162.46,3.11,"Still close a little bit more general than that, but."
T001,164.27,166.08,1.81,"You're both very, very close."
P033,167.0,169.16,2.16,What's vampires?
T001,169.33,172.26,2.93,"Still very close. We're very, very near the answer."
P033,170.79,171.71,0.92,Ah.
P118,172.74,174.75,2.01,Ellipse Apocalypse kind of movies.
T001,176.04,180.26,4.22,They might be here. It's it's a bit more general than vampires or.
P118,181.95,182.46,0.51,OK.
T001,183.68,186.19,2.51,Think what are all of those?
P077,186.63,187.44,0.81,Monsters.
T001,187.49,192.02,4.53,"Monsters yeah, monsters is the one so."
P033,191.94,192.15,0.21,Come.
T001,192.69,202.1,9.41,"I think in the order that you gave it to me is cars, cops and monsters. So I'm gonna ask you now to rank them from the most popular to the least popular."
P033,192.73,193.21,0.48,No.
T001,204.19,205.96,1.77,So out of the 100 people asked.
T001,206.72,209.56,2.84,What was said most and what we said the least out of those three.
P033,210.28,213.14,2.86,Attack cops would be the most popular.
P118,212.74,214.53,1.79,Pop should be most frequent.
P033,214.78,215.89,1.11,What do you think Nova?
P077,217.18,223.11,5.93,"And yeah, I I think I'd think of cars and then I'd be like."
P077,223.93,227.37,3.44,"Well like cop cars, but then that kind of."
P033,225.96,226.71,0.75,Exactly.
P077,228.58,236.46,7.88,"So I would probably say please, but I'm not entirely sure because I'm like I think of that and I think of a car chase even though it is."
P033,235.43,239.21,3.78,Hmm yeah I I was there myself too.
P033,240.65,241.04,0.39,So.
P118,242.34,245.93,3.59,"Save big, maybe cops, cards and monsters. I would say that."
P033,246.27,247.27,1.0,Yeah me too.
