speaker,start,end,duration,content
T001,0.04,4.96,4.92,Is name something that people are often chased by in movies?
P040,7.82,9.97,2.15,"Uhm, murderers?"
P040,11.85,12.61,0.76,I can only think.
T001,12.14,14.57,2.43,"Uh, not one of them though."
P040,14.88,15.35,0.47,No.
T001,15.72,16.14,0.42,No.
P040,17.09,19.38,2.29,A dogs I would just stop.
P044,17.21,18.0,0.79,Put dogs.
P048,17.24,17.76,0.52,Oh
P044,18.81,19.81,1.0,Physically stressful.
P048,19.69,21.08,1.39,I would say also dogs.
T001,21.93,23.19,1.26,Not dog stuff.
P048,22.78,24.48,1.7,I'd say zombies.
T001,25.38,31.56,6.18,"Something a little bit more broad than zombies, maybe a little bit more broad than birders like. Is there anything that?"
T001,32.27,32.94,0.67,Sort of.
P040,32.32,32.74,0.42,People.
T001,34.07,34.97,0.9,Up people.
P040,36.29,38.36,2.07,"2 broad, yeah."
T001,37.16,38.02,0.86,"2 broad, yeah."
P048,38.09,39.95,1.86,Like horror figures.
T001,41.94,44.24,2.3,Almost monsters.
P044,42.78,43.38,0.6,Monsters.
P048,42.86,44.57,1.71,Horror movie characters.
T001,45.08,45.61,0.53,Monsters.
P052,45.31,45.7,0.39,Mark
P048,45.58,47.27,1.69,Nice nice.
T001,46.82,47.2,0.38,Yep.
T001,47.78,49.04,1.26,Some monsters is one of them.
P048,51.06,54.11,3.05,"I'm dogs, wasn't it? You said right that wasn't missing."
T001,53.22,54.73,1.51,"No, dogs dogs is not it."
P048,55.88,56.55,0.67,Uhm?
P040,56.53,58.8,2.27,Saying animals be too broad or.
T001,59.29,66.14,6.85,"Animals would be too broad, but also move closer to sort of people."
P052,66.96,67.91,0.95,Ghosts.
T001,68.92,72.85,3.93,"It goes, I think ghosts would be classic monsters so."
P044,73.28,75.26,1.98,Please like security is in description.
T001,74.46,76.29,1.83,Police Yep police is 1.
P052,75.66,76.05,0.39,So.
T001,78.23,79.17,0.94,This is one more.
P044,83.08,84.71,1.63,She should have watched more movies.
T001,90.96,94.45,3.49,So we have monsters. We've got police and.
T001,95.66,96.49,0.83,One other thing.
P040,98.01,101.79,3.78,"Yeah, it's like every movie I've ever watched is popped into my head now, so I can't think of anything."
P048,101.72,105.41,3.69,"Feels like like car chasing, but then you would also have to be in a farm."
T001,105.3,106.91,1.61,Car Jason yeah.
P040,107.03,107.32,0.29,See.
P044,107.2,107.85,0.65,"Oh, OK."
P048,107.67,108.28,0.61,Oh
T001,108.74,110.05,1.31,They're they're chased by cars.
P048,110.08,110.63,0.55,"well, good."
T001,112.02,112.59,0.57,So.
T001,113.73,123.43,9.7,"We had monsters. We had cops and we had cars, so those are the top 3 answers and I'm going to ask you now to rank them from most popular to least popular."
P040,125.29,127.2,1.91,I would say cars would be most popular.
P048,129.34,134.99,5.65,"I think if it is a category, I would assume that it's like the most popular 'cause it feels like."
P040,134.02,134.53,0.51,Yeah.
P048,136.81,138.26,1.45,So many movies have fun.
P044,136.82,143.19,6.37,"These are 100 answers. This is hunt people answered and rank them that way, right more so than the actual categories."
T001,144.01,146.5,2.49,"Yeah, like uh, yes. GO 100 people and this is."
T001,147.23,148.55,1.32,The most popular they chose.
P044,148.68,149.09,0.41,OK.
P048,149.06,149.47,0.41,Or
P040,150.77,157.69,6.92,"Galaxy Cars just because they could fit a lot more movies, monsters who are very specific thing for very specific genre movies."
P040,158.35,162.9,4.55,So I don't know if he's agreed. I'd say cars cops.
P048,159.45,159.96,0.51,yeah.
P048,161.46,163.58,2.12,I've agreed I try it out.
P052,161.61,162.08,0.47,Who?
P040,165.58,165.93,0.35,No.
P048,165.6,168.49,2.89,And what do we think then? Cops or monsters?
P040,171.29,172.66,1.37,Whitesnake up second.
P044,171.39,171.82,0.43,Comes up.
P044,172.9,173.24,0.34,Yeah.
P048,173.61,181.88,8.27,"I would say cops are second, but then wouldn't a lot of people's minds monsters pop in earlier? Like with us we thought of or first?"
P052,173.85,174.26,0.41,Yeah.
P044,181.78,182.41,0.63,This is true.
P040,182.16,183.46,1.3,A month with a very specific.
P044,185.22,191.13,5.91,"But if everyone else is answering, if it's ever notes, just ranking person as well, I can see why are you saying that like it's?"
P048,185.23,185.66,0.43,Alright.
P040,185.3,185.96,0.66,Play florin
P040,190.61,190.87,0.26,yeah.
P048,191.19,192.28,1.09,"True, true."
P048,194.22,196.07,1.85,"Alright, so I think we're decided then."
P040,194.36,197.11,2.75,I know it either or I don't mind.
T001,196.72,198.98,2.26,"Yeah, can I push you for an answer? It's a."
P040,199.41,201.72,2.31,"Uh, I don't mind, we just go then."
P044,201.1,203.19,2.09,"You see cars, monsters please."
P040,203.75,204.36,0.61,"Yeah, sure."
T001,203.81,204.98,1.17,"Cars, monsters and police."
T001,205.87,215.69,9.82,"OK, unfortunately not the ranking. No, not the correct ranking. It goes monsters first cars and then cops so."
P052,214.93,216.01,1.08,Poo poo
P048,215.01,215.86,0.85,Oh ****.
T001,216.77,223.6,6.83,"Cars is quite popular, but uhm, I think people think movie they think monster movie immediately off the top of their head."
T001,224.38,234.97,10.59,"But no worries, we've got two more, so hopefully we can go to for tree. I actually, we've got several more. Name an instrument in a Symphony Orchestra."
P040,237.48,238.05,0.57,Violin.
T001,238.64,239.81,1.17,"Violin is one of them, yeah."
P052,240.2,240.91,0.71,Cello
T001,241.45,242.38,0.93,Cello is another one.
P040,244.47,244.9,0.43,Close.
T001,246.08,247.14,1.06,"Not a flute, no."
P052,247.73,248.61,0.88,Viola
T001,249.59,251.04,1.45,"No, not a Viola."
P040,253.04,253.84,0.8,Doublebass
T001,255.37,256.59,1.22,Double base no.
P040,256.66,257.02,0.36,no.
T001,257.96,261.11,3.15,Maybe move away from stringed instruments.
P052,261.09,261.9,0.81,piano.
T001,263.11,263.75,0.64,No.
P048,264.56,267.23,2.67,"Sorry, what was the category, I froze for a bit so I won't."
T001,267.75,274.79,7.04,"Name an instrument in a Symphony Orchestra and we've already had violin and cello, so we've got one more defined."
P044,275.73,277.87,2.14,"Trumpets, is there something in the brass?"
T001,278.73,280.21,1.48,"No, not trumpets."
T001,286.84,288.21,1.37,I'm going to say that it's a.
T001,289.44,292.09,2.65,"Even though it's the third most popular answer, it's a little bit."
T001,292.91,297.4,4.49,You know a little bit underutilized in our Symphony Orchestra is not the first one you think of.
P040,297.02,297.95,0.93,The triangle.
T001,298.83,299.58,0.75,Close.
T001,300.7,301.55,0.85,Getting closer.
P048,305.13,305.8,0.67,Oh
P048,306.89,307.76,0.87,would it be like?
P048,309.37,311.17,1.8,A A bass double bass.
T001,311.68,313.37,1.69,"No, not a double bass, no?"
P048,314.23,315.72,1.49,Conversions affect.
T001,314.25,319.2,4.95,I'm going to say where does a triangle live in the Symphony Orchestra?
P040,318.25,319.38,1.13,At least.
P044,318.98,320.15,1.17,It's account is percussion.
P052,319.99,321.07,1.08,Percussion.
P040,321.07,321.44,0.37,Uh.
T001,321.17,322.86,1.69,It's it's percussion so.
P052,322.83,323.22,0.39,OK.
P044,323.07,323.78,0.71,Medals in there.
P048,324.65,325.22,0.57,Oh
P052,324.99,325.64,0.65,Their homes.
T001,326.28,327.62,1.34,Drums yes.
P044,327.25,327.54,0.29,Oh
T001,329.93,335.78,5.85,"Uhm, 2 string instruments and then apparently drum was the third well."
P052,336.04,336.55,0.51,OK.
T001,337.36,338.69,1.33,The last remaining one.
T001,339.78,342.89,3.11,"Uhm, OK, so we're going to ask you to rank them there."
P044,344.51,345.26,0.75,coming by the.
P044,346.15,349.24,3.09,How long does it take to say it? I think drums is probably going to be third.
P040,349.83,354.78,4.95,"Yeah, I would agree. I would say Violet will be first to be honest with you and then come."
P048,351.3,351.91,0.61,Yeah.
P044,352.72,352.97,0.25,Yeah.
P044,353.65,353.93,0.28,Yeah.
P048,354.76,356.02,1.26,And then percussion I think.
P040,356.65,358.29,1.64,Yeah then shadow 2nd.
T001,359.11,363.43,4.32,"Yeah, OK, I think that's a good. That's a good way of going about it because."
T001,364.15,371.56,7.41,You know you got violin and cello straight away and then dropped a little bit longer and I'm glad to say that that's the correct ordering.
P040,371.95,372.48,0.53,Who?
T001,372.87,375.96,3.09,"It's it's violin, cello and then drums."
