speaker,start,end,duration,content
T001,1.94,29.91,27.97,OK so hi everyone and thanks for coming. Today we're going to play a quiz so I'm going to ask you a question is asked 100 people and you need to give me the tree most popular answers to that question. And after you get the top tree I'm going to ask you to rank them from the most popular to least popular. So for example if I ask name something that people are afraid of the tree most popular answers might be other height or other people heights and spiders.
T001,30.54,36.22,5.68,"And the ordering will be spiders, heights. Other people. So does that make sense? Or any questions?"
T001,37.89,44.44,6.55,"OK, so we'll get on with our first question. It's named something that people are often chased by in movies."
P128,48.12,48.74,0.62,Play start.
T001,49.51,51.32,1.81,"Well, actually you can all collaborate."
T001,53.0,56.35,3.35,Especially towards the end you all have to reach a kind of consensus on the ordering so.
T001,56.99,57.67,0.68,Fire away.
P128,58.35,59.33,0.98,"Oh, we work as a team."
T001,59.7,60.13,0.43,Yep.
P128,61.08,61.65,0.57,Right?
P142,62.61,63.6,0.99,Serial killers
P140,62.83,63.14,0.31,I.
P140,64.22,65.61,1.39,"Yeah, tugs maybe."
T001,66.32,70.29,3.97,"Think along the lines of serial killer is, but it's not one of them."
P151,70.82,72.09,1.27,Monsters or something?
T001,72.25,76.73,4.48,"Monsters is one. Yeah, that's the one kind of related to serial killers, so monsters is one of them."
P151,77.24,77.74,0.5,K.
P142,77.43,79.04,1.61,"and could you repeat the question again, Sir."
T001,79.42,83.03,3.61,Name something that people are often chased by in movies?
P142,84.56,86.35,1.79,And cars.
T001,86.54,88.06,1.52,Cars is another one. Yep.
P142,88.53,89.01,0.48,OK.
T001,89.1,90.16,1.06,So it's two of our tree.
P128,89.37,90.17,0.8,There's a good one.
P128,91.27,92.03,0.76,Uhm?
P140,94.98,95.98,1.0,Other people.
T001,97.05,100.29,3.24,"They are other people, but you need to be a bit more specific."
P142,100.25,101.09,0.84,Murders.
T001,101.74,103.45,1.71,"Not murderous, well."
P128,102.54,103.81,1.27,People with knives.
P128,105.01,107.29,2.28,'cause you went away from Polish?
T001,105.5,107.65,2.15,"They don't. They don't have knives, no."
P142,109.05,109.88,0.83,And.
P142,111.8,113.37,1.57,"Great, so we have months Tuesday."
P140,112.1,112.39,0.29,Killer.
P142,114.21,115.14,0.93,And.
P128,116.54,118.79,2.25,"Chainsaws, people with chainsaws."
T001,119.24,122.7,3.46,"No, not people would change. These people don't have chainsaws anyway."
T001,124.01,130.11,6.1,What's something that might be somebody might be chased in a thriller film or.
T001,131.77,134.22,2.45,Maybe a heist film?
P128,134.62,135.11,0.49,Cops
T001,135.67,136.43,0.76,"Yep, the cops."
P151,136.75,137.2,0.45,Ah.
P142,137.26,138.87,1.61,Oh the police yeah geez.
T001,138.43,152.93,14.5,"Yeah, the police. Yeah, police chases so in the order that you gave them to me, I believe you had monsters, cars and then police. So I'm going to ask you now to rank them from the most popular answer to the least popular answer."
P128,153.37,158.5,5.13,we're talking about the most popular answer rather than the most popular actual.
T001,153.76,154.07,0.31,1.
T001,159.54,161.52,1.98,"Yeah, of these 100 people."
T001,162.25,163.88,1.63,What was the most popular amongst?
P151,162.36,162.87,0.51,OK.
