speaker,start,end,duration,content
T002,0.68,2.68,2.0,Wait for the recording start.
T002,3.5,4.94,1.44,"Right, I think it's recording."
T002,5.9,14.07,8.17,So good afternoon and today we're gonna play a game that you might be familiar with if you ever watch the TV show Family feud.
T002,14.81,24.64,9.83,"It's a quiz game, so I'm going to ask all of you guys a question that was asked to 100 people in a survey and you have to guess the three most popular answers."
T002,25.32,31.55,6.23,"And once you got them, I'll let you know when you've hit on the best three, and then I'll feature like rank them in order of popularity."
T002,33.13,37.98,4.85,"So for example, if I ask you guys name something people are afraid of."
T002,38.91,44.56,5.65,"You might come up with spiders pipes on other people, which is why people said this service."
T002,45.9,48.93,3.03,So I thought that cleared up. Anyone got any questions about this?
T002,50.59,62.77,12.18,"Front, as in this scenario as well, you're working together so we can discuss them like I don't know, debate with each other if you don't agree with the order that you're putting in it or whatever. OK, so you guys ready for the first question."
T002,64.96,65.51,0.55,OK.
T002,67.2,70.41,3.21,Name something people are often chased by in movies?
P082,73.63,74.12,0.49,Uh.
P082,76.3,77.21,0.91,The police.
T002,77.9,82.88,4.98,"Yeah, yeah, that's a little tree. So what I did for you got two boys."
T002,83.83,84.62,0.79,Not looking.
P084,84.12,85.97,1.85,Maybe maybe a villain.
T002,87.06,88.62,1.56,Apple on the nurse but like.
T002,89.45,95.54,6.09,"The feeling it should be I guess is not necessarily the most correct of food, just both people said they were asked."
P073,97.08,98.19,1.11,I'm an animal.
T002,99.73,100.84,1.11,Hold on there either.
P082,102.23,103.56,1.33,What about like zombies?
T002,105.42,108.41,2.99,Zombies is getting closer to one one of them.
P084,109.17,110.04,0.87,A car.
T002,109.23,109.84,0.61,But they were.
T002,110.85,114.89,4.04,"Kira, yeah fires on there as well. OK, two other three. You got popsicle cars."
T002,115.62,122.85,7.23,They try to explore this zombie angle. That little boy is trying to think of what you see in like under a higher or sci-fi film.
P084,123.58,124.39,0.81,Oh ghost.
T002,125.2,127.44,2.24,Trump maybe like a more general term.
P082,127.8,129.09,1.29,Murder.
T002,130.27,130.98,0.71,What do you say?
P082,131.33,132.25,0.92,A murderer.
T002,132.32,137.0,4.68,"You know a lot of rare that smile there, but."
T002,138.09,145.63,7.54,"So I feel like zombies and ghosts kind of fall into an umbrella like a broader, broader name."
P099,145.45,146.29,0.84,Monsters.
T002,146.51,159.31,12.8,"Yeah, monsters OK great, so that's it. That's the third one. So we had cops cars from monsters so they were the top three and I'm gonna ask you to rank these in the order of most popular to least popular."
T002,160.68,162.2,1.52,What would you guys put as number one?
P082,165.79,167.51,1.72,Cars maybe?
T002,168.84,176.08,7.24,"Yeah, I feel like it all depends on what kind of movie you watch, what your first event, but your freaking say."
P082,169.95,170.5,0.55,I don't know.
