speaker,start,end,duration,content
T002,2.69,28.61,25.92,"OK, I think that's recording that so we can go ahead and start just going to explain what we're going to be doing today. UM, so you guys will be familiar with this. If you've ever watched the game show called Family Feud or Family Fights, we're going to play a quiz game where I'm gonna ask you guys a question that was also asked to 100 people in this survey and you guys have to guess the most popular answers to that question."
T002,29.3,36.95,7.65,"So you're gonna try guess the top three Oz and then afterwards ask, I'll ask you to like rank them in the order from most popular to at least popular."
T002,38.14,52.59,14.45,"That all good. OK, I'll give you guys an example. Actually just to get like one of the questions could be named something people are afraid of and you could say things like spiders heights or other people."
P045,40.78,41.3,0.52,On Skype.
T002,54.05,56.24,2.19,For the worthy example questions.
T002,57.02,64.41,7.39,I just you guys like are free to discuss with each other you're working together. You're not like against each other. You're on a team in this scenario.
T002,66.42,66.95,0.53,OK.
T002,67.75,69.48,1.73,You guys ready for the first question?
P045,70.53,73.27,2.74,Is there any like particular order we go in or anything?
P032,70.69,71.05,0.36,Yep.
P056,70.77,71.02,0.25,Yeah.
T002,73.95,75.26,1.31,"Oh no, just like."
T002,75.9,76.99,1.09,Because of someone.
P045,75.93,77.68,1.75,Just call our answer or something.
T002,78.0,89.88,11.88,"Yeah, if someone interrupts you, if you want to chat to someone, you can address them by their their like pseudonym thing. So yeah, just just say whatever whatever you feel."
P045,84.73,85.07,0.34,Cool.
T002,90.95,97.36,6.41,"OK, uh, first question name something people are often chased by in movies."
P045,100.03,100.73,0.7,The killer.
T002,102.36,108.99,6.63,"That's not on the list, but yeah, keep going eventually. If you keep shutting things out, one of them will be on there."
P056,102.87,103.33,0.46,Yep.
P045,104.21,104.62,0.41,OK.
P056,108.23,109.14,0.91,A monster.
P015,109.5,110.39,0.89,The question again.
T002,110.0,115.76,5.76,Monster at yeah. A name something people are often chased by in movies.
P032,117.33,117.89,0.56,Car.
P015,118.46,119.31,0.85,Uhm?
T002,119.06,127.55,8.49,"Riley said monsters there as well. Are you said cards. Those are both on the list, so that's great. You got to that you got two out of three that was really quick."
P032,119.14,119.45,0.31,Car.
P056,119.5,120.65,1.15,Yes she would.
P056,124.61,124.98,0.37,Right?
