speaker,start,end,duration,content
T002,0.05,11.99,11.94,"The recording started now, so we'll go ahead, and so we're going to play a game today and it's one you'll be familiar with if you've ever seen the TV show family feud or a family fight."
T002,12.8,26.11,13.31,"Uh, but if you haven't, don't worry. I'm going to explain it anyway, so it's a quiz game and I'm gonna ask you guys a question that's already been asked to a survey of 100 people and you guys have to guess the most popular answers. The top 3 answers."
T002,26.87,36.94,10.07,"And then once he gets those, I'm gonna ask you to like order them in from the most popular to least popular. That's it? Uh, it's not clear."
P009,37.8,38.24,0.44,Yep.
P042,37.86,38.28,0.42,Yeah.
T002,39.01,43.42,4.41,"And you guys are like, yeah, working together you're not like against each other, so you come up with the."
P042,43.01,44.44,1.43,"OK, good to know."
T002,44.21,57.34,13.13,"All things together yeah, OK so like an example would be if I said if I said name something people are afraid of the top three Oz. There were like spiders heights and other people."
T002,58.65,64.17,5.52,So you're trying to guess what other people have said you guys ready for the first question.
P009,59.04,59.36,0.32,OK.
P042,65.2,65.63,0.43,Yeah.
P009,65.26,66.03,0.77,"Yeah, go for it."
P039,65.81,66.19,0.38,Yeah.
T002,67.49,72.22,4.73,"OK, name something people are often chased by in movies."
P042,75.56,76.43,0.87,Aman.
P009,77.52,78.23,0.71,Yeah.
P042,77.63,78.83,1.2,So I gotta be a man.
P039,78.11,78.54,0.43,Yeah.
P009,80.18,80.98,0.8,Can't disagree.
T002,80.54,85.33,4.79,"That's not, that's not what it says. For that try try think more specific."
P042,80.66,81.26,0.6,Uhm?
P009,85.55,86.28,0.73,A monster.
P039,85.9,86.63,0.73,Murderer
P042,86.16,86.61,0.45,Oh
T002,87.27,92.4,5.13,"Oh monsters yeah monsters yeah. OK, so we got one of the three."
P009,90.13,90.52,0.39,OK.
P042,90.34,90.83,0.49,oh.
P042,92.83,93.68,0.85,A dog.
T002,94.81,97.19,2.38,Dog dog solid.
P009,95.43,96.52,1.09,A few years ago
P009,98.32,99.63,1.31,would it be like animal?
T002,98.84,99.73,0.89,That's a good window.
T002,100.96,102.19,1.23,"Uh, your partner?"
P009,101.4,102.45,1.05,Like less specific.
T002,102.87,112.62,9.75,No uhm animals not under either. Keep good just if you keep talking eventually one of them will be one of the announcers. So we've got monsters and there's two left.
P009,109.49,110.11,0.62,"Yeah, yeah."
P042,115.69,116.32,0.63,"Oh yeah, well."
P042,117.26,117.57,0.31,I.
P042,118.44,120.25,1.81,"No, it's stupid alkire, that's."
T002,120.78,123.53,2.75,"But that's not it, that's all, yeah."
