speaker,start,end,duration,content
T002,2.32,32.52,30.2,"OK thanks according now so hi, thank you so much for doing this today and what we're going to be doing today. Uh, no stress, it's just a game so you might be familiar with this game if you ever watched the TV show family feud or Family Fight, it's a quiz game. So basically I'm gonna ask you guys a question and you guys have to guess the kind of most popular answers to this question. So the question was asked 100 people a while ago on this."
T002,32.57,50.08,17.51,"Survey on you. Try and get the top three Oz and then afterwards I feel that I asked you to rank the answers in order of popularity. So for example, if I ask name something people are afraid of, you might say spiders heights or other people."
T002,50.86,54.77,3.91,"Uh, they would be the most popular allergy to the UM."
T002,55.89,59.78,3.89,"Alright, anyone have any questions at the game? Is that clear enough?"
P043,60.04,60.5,0.46,No.
T002,61.67,73.18,11.51,"OK, grab, well then we can start you guys ready for the first question. And by the way you're you're working together this scenario. You're like not competing, just like on your free to discuss with each other. And like I love."
P043,65.64,66.0,0.36,Yep.
P043,73.76,77.24,3.48,How many seconds are does that matter?
T002,74.08,74.55,0.47,Did they?
T002,76.92,81.05,4.13,"It doesn't matter, just whatever you like, I'll let you know if you're on the right track."
P043,81.73,82.96,1.23,"OK, cool."
T002,82.76,85.35,2.59,So you once you've hit on like the right answers.
P043,85.91,86.48,0.57,Thanks.
T002,86.7,88.21,1.51,Will give you a hint of yourself.
T002,89.26,91.41,2.15,"OK, first question ready."
P043,92.07,92.46,0.39,Yep.
T002,93.16,93.55,0.39,Nice.
P074,93.24,93.71,0.47,Yeah.
T002,94.42,98.51,4.09,"OK, name something people are often chased by in movies."
P035,100.56,102.43,1.87,And like a killer.
P058,104.93,105.42,0.49,Please.
T002,105.0,106.39,1.39,"It's not on there, but."
P043,106.21,106.69,0.48,I.
P043,108.15,111.59,3.44,Chase murder victim.
T002,108.38,108.71,0.33,You
P058,113.27,116.62,3.35,I mean like some like a robber could be chased by the police.
T002,113.49,113.96,0.47,uh.
T002,117.4,126.92,9.52,"Police cops cops is on it. Yeah, that's not it. You got you got one under three. OK, that's great. I think it's like cops 'cause it might have been in this survey, doesn't America or something? But yeah 'cause."
P074,117.61,118.58,0.97,Policija
P035,118.98,120.06,1.08,Is guaranteed.
P074,127.95,130.07,2.12,and dogs maybe I don't know.
T002,130.95,135.46,4.51,I've been down there but it just keeps saying stuff you'll hit on him today.
P074,132.38,132.93,0.55,I was like.
P043,132.82,136.67,3.85,And chase by in movies.
P035,134.78,135.15,0.37,My.
P035,136.54,137.27,0.73,Like a bear.
P058,136.88,139.15,2.27,"Children, they could be taste by children."
P043,137.75,138.58,0.83,Uhm?
T002,139.6,145.12,5.52,"Children that's not out there, but I've been chased by children with two times in my area."
P058,142.15,142.54,0.39,OK.
T002,145.79,146.58,0.79,Not found.
P035,147.91,151.59,3.68,"Well, that like a lion or like some kind of scary animal."
T002,152.73,161.76,9.03,"Ah, very humble Cortana in the right thing. A person isn't on there but like try thinking that kind of sci-fi zone."
P043,153.93,154.66,0.73,I'm sorry.
P043,162.25,165.18,2.93,Alien zombies
P074,163.16,163.99,0.83,Aliens
T002,164.58,165.09,0.51,App.
T002,165.83,166.82,0.99,A more general.
P058,165.98,166.8,0.82,Ghosts.
T002,167.44,167.93,0.49,Term.
P043,167.61,170.51,2.9,I vampires where will?
T002,169.81,179.58,9.77,"Hey bro, say for all these monsters yeah OK yeah yeah South on top of the list as well so you got two out of three you got monsters cost."
P074,170.78,171.41,0.63,monster.
P043,173.17,174.04,0.87,Monsters.
P035,174.6,175.32,0.72,It's OK.
P035,177.09,177.4,0.31,Oh
P043,179.89,180.81,0.92,283
T002,180.17,184.01,3.84,"Uh, there's one word. Yeah, there's one more popular on set."
P074,181.27,181.96,0.69,Unknown.
P074,183.24,184.89,1.65,Trying to think of the movies ever watched.
P043,183.3,183.93,0.63,I
P043,184.57,185.9,1.33,can you give us a hint?
T002,186.54,187.49,0.95,Ah.
T002,188.05,194.3,6.25,"OK, so we had finalists life. I think trying a little more like urban film like a."
T002,195.75,196.48,0.73,Trying to think of.
P043,195.81,199.15,3.34,I know we've already had the robbers.
T002,200.2,201.52,1.32,Roberts wasn't on there.
P043,201.9,203.48,1.58,Oh I.
T002,203.12,203.81,0.69,Uh.
P043,205.28,207.81,2.53,It's more like real life.
T002,208.0,208.45,0.45,Yeah.
P043,209.29,210.1,0.81,And.
P074,210.37,211.28,0.91,It felt like dying.
P043,212.24,216.35,4.11,Please gangs a dealers.
T002,212.4,213.2,0.8,No.
T002,215.15,217.58,2.43,I feel like it's kind of related to the police.
P035,218.62,219.24,0.62,Criminal.
P043,218.92,219.53,0.61,I.
T002,220.21,221.0,0.79,Once you say.
P043,220.88,222.61,1.73,Marines Navy.
P035,221.32,222.05,0.73,Criminals.
T002,222.6,223.43,0.83,No.
P043,223.96,226.25,2.29,"Marines, Navy and."
T002,224.02,224.31,0.29,He
T002,225.8,226.56,0.76,no.
P043,228.16,228.6,0.44,Uh.
P074,228.36,229.17,0.81,M.
T002,228.48,238.83,10.35,"OK, it's it's hard. Remember these aren't like some necessarily was downstairs as well. It's just what people said when they're asked and trending and what those guys traveling."
P043,232.01,232.71,0.7,Army.
P074,239.75,240.34,0.59,Cars.
T002,239.86,252.36,12.5,"Like yeah, hard yeah, that's the third one yeah, I feel like cops and cars are found in the same category, but again it's like doesn't have to make sense. So people said."
P035,240.49,241.0,0.51,Hurst
P035,242.76,244.89,2.13,oh like a car chase. OK yeah.
T002,253.0,259.45,6.45,So those are three that we had cost fares then card or then monsters and then cars.
T002,260.08,266.49,6.41,So now what do you think would be the ranking of these? If you were to put the most popular one at the top of the least popular at the bottom?
P058,267.48,268.82,1.34,Monsters probably.
P043,268.57,271.28,2.71,"Cops, cars and."
P074,271.38,272.07,0.69,Monsters.
T002,272.35,273.2,0.85,Mom said yeah.
P043,272.65,273.46,0.81,Launchers
P043,274.91,275.6,0.69,caps.
P043,276.21,277.78,1.57,Month oh.
P035,278.54,279.15,0.61,No.
P074,278.97,279.83,0.86,Pencil movie.
P043,279.18,282.01,2.83,I don't know if we did. I don't know if we go in Irish.
P074,282.36,282.67,0.31,No.
P058,282.61,287.28,4.67,"Be like if if you're asked and you're like on the spot like, what would you say first?"
P074,287.4,289.73,2.33,You probably say like the guy did the cops or whatever.
P043,290.15,291.3,1.15,Yeah cops.
P074,292.56,296.29,3.73,And then theater table just depends what movies you watch one space.
P035,293.83,295.74,1.91,It's a monster's first book.
P043,295.09,297.12,2.03,I say monsters last.
P035,297.38,299.52,2.14,I don't know like there's a lot of horror movies though.
T002,297.55,298.2,0.65,Really.
T002,300.16,303.49,3.33,That's true actually. I guess it depends what type of films you watch.
P035,300.31,301.03,0.72,That we like.
P043,300.54,305.3,4.76,I know what like like what's the exact question?
T002,305.78,309.25,3.47,A name something people are often chased by in movies?
P074,312.12,326.63,14.51,"I feel like cars I feel like cars could be interlinked but like cops. So like we could do cops, monsters, mirrors because cars are kind of interlinked with cops. Maybe I don't know. It's up to you. I don't know."
P043,312.16,314.53,2.37,I'd say guards cops.
P043,321.06,321.83,0.77,Paris.
P035,325.31,326.16,0.85,"Yeah, I agree."
P043,325.67,333.24,7.57,"Yeah, I agree with, uh, Naomi. Sorry sorry that's your name now."
P074,334.04,335.33,1.29,"Yeah, no, it's grand."
T002,336.69,339.72,3.03,"OK, so I'll be pulling Facebook that was it up first."
P035,341.19,341.48,0.29,Yeah.
P043,341.21,342.41,1.2,"Cops, yeah?"
T002,341.31,344.06,2.75,Call 1st and then second.
P035,346.72,347.46,0.74,Monsters.
P074,346.72,347.54,0.82,Sponsors.
P043,346.73,347.97,1.24,"What is it, monsters?"
P058,347.77,349.1,1.33,Let's go with monsters.
T002,347.85,348.61,0.76,On stairs.
T002,349.72,352.27,2.55,"OK, I like cars lost you guys happy with that."
P043,352.71,353.39,0.68,Yeah.
P035,352.72,353.1,0.38,Yep.
T002,353.92,364.87,10.95,"I'll answer OK, I could reveal the actually monsters was first the monsters is the most popular outfit and then cars with seconds on cost is actually last."
P074,362.06,362.55,0.49,Oh
P043,365.21,366.29,1.08,Speaking on.
P035,365.26,368.76,3.5,"Oh, and the first thing we said that's gonna read."
T002,368.85,372.36,3.51,"Yeah, yeah, it's really strange like."
T002,373.68,380.88,7.2,"I guess you have to. You have to kind of put yourself in. His shoes will be around the people like you don't know what type of people they ask, what type of movie to us such as this."
P043,380.8,384.79,3.99,"Yeah, well, they didn't specify what second people there."
T002,383.67,384.4,0.73,Yeah.
T002,386.07,391.28,5.21,"Against maybe people he just lost, like a lot of sci-fi movies that would just go monthly straight away."
P043,390.23,396.12,5.89,"Ostop like I'm watching The Vampire Diaries moment, so in is vampires."
P074,393.72,396.45,2.73,A brilliant brilliant.
P035,393.99,394.58,0.59,Yeah.
P035,396.68,400.29,3.61,"Why do I watch a lot of true crime? So that was, that's why I wasn't killers."
T002,397.3,398.23,0.93,Also good.
T002,399.93,400.78,0.85,Oh yeah.
P043,399.94,408.02,8.08,"Oh well, I watched all that. I literally watched all that and I'm rewatching The Vampire Diaries. So like."
P074,401.17,401.66,0.49,Yeah.
P058,407.0,410.91,3.91,"I'm watching Brooklyn 999, so I was like cops first thing."
T002,407.33,408.11,0.78,Very good.
P074,411.17,411.69,0.52,William.
T002,412.91,421.1,8.19,"I'm watching the OC at the moment some Ethernet mellow, so I see so good with highly recommends just for like something to chill out."
P043,420.74,426.65,5.91,"That's Daphne watch left. Even though, like The Vampire Diaries, I watched that already."
T002,424.89,434.84,9.95,"It's free, it's all like 44OD or something. The the channel for three things, so I hope it's not too much."
P035,431.12,433.17,2.05,"Oh yeah, I watch Derry girls on."
P043,431.73,432.74,1.01,Nice one.
P074,434.76,435.34,0.58,Brilliant.
T002,435.77,438.24,2.47,"Yeah, I've never seen much of the whole way through."
T002,439.58,447.13,7.55,"Oh yeah, sorry, OK, where were you you guys ready for a second question? We're gonna do a few of these."
P043,447.5,448.79,1.29,Allegedly.
P058,448.02,448.45,0.43,Yes.
P074,448.67,449.46,0.79,Yep.
T002,449.92,455.73,5.81,"OK OK, so name an instrument in a Symphony Orchestra."
P074,456.88,457.45,0.57,Jesus.
P035,458.56,459.46,0.9,"That's interesting, I think."
P058,459.57,460.4,0.83,Yeah Violet.
T002,459.81,462.32,2.51,"Yeah, violence under yeah what I say."
P074,461.53,465.44,3.91,"The first thing I think is a little triangle, but that's probably 'cause that's what I'd pay like."
P035,467.14,467.68,0.54,Name?
T002,467.14,468.81,1.67,"Triangle is on there, but."
P035,469.48,470.02,0.54,"Yeah, like."
T002,469.91,470.59,0.68,What you say?
P043,471.34,472.25,0.91,A trombone.
T002,472.75,475.47,2.72,"No, that's not on there. So we gotta find it."
P058,472.83,473.28,0.45,Yeah.
P058,474.63,475.32,0.69,Piano.
P074,476.07,476.64,0.57,Piano.
T002,476.24,479.07,2.83,"I would have said piano as well, but really that's not on there either."
P035,479.73,481.85,2.12,What about like an hello?
P058,480.83,481.92,1.09,A French horn.
T002,483.15,488.71,5.56,"And our friends, Floyd is lonely but fellow is on there. So we got two out of three violins cello."
T002,489.64,490.47,0.83,There's one more.
P043,489.78,490.55,0.77,Hey Ola.
P035,489.8,490.28,0.48,Man.
P043,491.32,491.94,0.62,Cello
T002,491.81,494.18,2.37,"No, everybody, they're all just playing instruments."
P058,493.57,494.31,0.74,Harp.
P035,493.61,495.71,2.1,Double bass? It's not double bass.
T002,496.35,498.26,1.91,"Uh, no, not from base."
P058,498.12,499.23,1.11,Is a harp on it.
T002,499.88,501.25,1.37,"Uh, uh, no."
P058,501.5,502.18,0.68,Damn it.
P035,504.64,505.27,0.63,Man.
T002,505.49,509.29,3.8,It's kinda related to think more in the triangle zone.
P074,509.62,512.04,2.42,I wasn't at my things that you like us together.
P035,509.64,510.19,0.55,Company.
T002,511.44,512.23,0.79,Once you say.
P035,512.78,515.54,2.76,"Timpani, cymbals, some kind of."
T002,514.94,515.79,0.85,Uh.
T002,516.46,518.75,2.29,"No, but again like related."
P058,519.1,521.22,2.12,"Macarena's, you know the little Shakers?"
T002,521.48,522.08,0.6,No.
T002,522.84,529.29,6.45,"Well, there like a kind of broader one, or thinking something you see in like a bond like you had to live performance."
P035,530.45,531.03,0.58,Drums
P074,531.19,531.54,0.35,Draw.
P043,531.37,531.91,0.54,Face.
T002,531.41,533.84,2.43,"Yeah, so that's the service. Yeah, OK."
P043,532.66,533.31,0.65,Jams
P035,533.37,535.28,1.91,"oh, just in general just drums."
T002,535.53,536.48,0.95,Yes drum.
P058,535.95,537.18,1.23,"Oh yeah, yeah, yeah."
T002,537.44,539.75,2.31,"It's weird, I feel like piano should have been on there."
P035,538.64,540.07,1.43,You're not really in an orchestra.
T002,540.82,541.65,0.83,Yeah.
T002,542.38,546.43,4.05,"I get. I mean, I guess they are, but I never think about when I think this Symphony Orchestra T."
P043,545.7,548.81,3.11,"no there 100%, yeah?"
T002,547.24,549.39,2.15,"Yeah, they definitely are."
P035,548.37,549.38,1.01,"Yeah, the big girl."
T002,550.19,556.13,5.94,"But like, yeah, I always. I always associate them more with like a no pop music or rock music."
T002,557.05,561.12,4.07,"So we we had violin, cello and Jones, but also three of those."
P058,560.37,563.08,2.71,I'd say I'd say that's the order will go in.
T002,563.83,564.28,0.45,Yeah.
P074,564.9,565.39,0.49,Yeah.
