speaker,start,end,duration,content
P220, 0.0, 0.0,0.0, " "
T002,0.62,16.07,15.45,"OK, recording story now so we can go ahead. What we're going to be doing today is really kind of relax and easy. We're just gonna play a quiz game, so you might have heard of this particular game if you ever watched the TV show family fight or Family feud."
T002,17.87,20.87,3.0,"If you haven't, don't worry 'cause I'm gonna explain it now anyway."
T002,21.77,33.75,11.98,"So, uh, I'm gonna ask you guys a question and this question was also asked to 100 people in some survey a while back and you have to try and guess the most popular answers given in the survey."
T002,34.67,54.03,19.36,"Uh, so I ask you to name like the top three, and once you've hit on the top three, I'll ask you to rank those top 3 answers in order of popularity. So for example, one of those questions is name something people are afraid of and people responded with spiders, heights and other people."
T002,56.05,73.0,16.95,"I like a spiders be number one, other people #3 etc and you can feel free to, you know, shadow over each other and talk to each other. You're working together in this scenario. You know competing, so just you know, keep going until you hit on the right words and I'll tell you when you. When you picked all the top 3 ounces."
T002,74.16,77.15,2.99,"Right, so it's not kind of clear enough, so I don't have any questions."
P207,78.25,78.92,0.67,All good.
T002,79.6,83.63,4.03,"But nice, well are we ready for question one?"
P186,85.2,85.52,0.32,Yep.
T002,87.8,93.79,5.99,"Alright, the question is name something people are often chased by in movies."
P186,95.73,96.4,0.67,Cars.
T002,96.94,99.95,3.01,Cars is on there. Yeah? OK well that is 3 nights.
P207,99.41,100.39,0.98,Other people.
T002,101.23,102.81,1.58,Other people isn't on there.
P207,103.34,103.81,0.47,Oh
T002,103.62,104.43,0.81,That's that's great.
P191,103.75,104.3,0.55,Uh.
P191,105.24,107.03,1.79,From clones
P191,107.66,108.19,0.53,remove.
T002,107.89,111.16,3.27,"Clouds is among there, but I feel like."
T002,111.85,115.99,4.14,"Yeah, it's probably something in the in the like horror or fantasy genre."
P186,117.27,117.94,0.67,Dogs.
T002,119.08,120.42,1.34,Not dogs isn't on there.
P186,127.87,128.62,0.75,What else is it?
T002,130.3,131.61,1.31,We had one. We fell already.
P191,130.86,131.34,0.48,Killer.
P191,132.31,132.84,0.53,Nice.
T002,132.63,133.75,1.12,Killer citysafe
T002,134.78,135.99,1.21,killers is on there.
T002,136.86,137.93,1.07,Uhm?
T002,140.18,141.93,1.75,Who would chase a killer though?
P186,142.67,144.0,1.33,Cops like place.
P207,143.4,143.96,0.56,Oh yeah.
T002,143.67,146.81,3.14,Yeah 'cause yeah pops is on there. OK two out of three.
T002,147.91,154.12,6.21,"It's kind of hard to guess. It really depends what kind of films you watch those. OK, so we've got cars and we got caught."
P186,154.9,156.6,1.7,Did you say the last one was like fantasy?
T002,155.0,155.5,0.5,And.
T002,157.35,161.68,4.33,"Yeah, there's one kind of yeah, more of both fantasy sci-fi."
P186,157.58,157.94,0.36,Sorry.
P186,165.36,165.95,0.59,Monster
T002,166.5,167.03,0.53,Yeah.
P207,167.57,168.09,0.52,Oh
T002,169.59,171.08,1.49,I love Sonic games today.
T002,173.23,174.93,1.7,Uhm so.
T002,175.62,185.85,10.23,Those those are the top three. We had cars first come costs that monsters. So now what do you think you'd rank these in order of popularity? Who do you think?
T002,186.57,188.98,2.41,But which do you think is the most popular answer?
P191,190.61,191.75,1.14,Cops problem.
T002,192.82,195.77,2.95,"Yeah, I guess there's not a lot of police type movies."
P186,192.85,193.24,0.39,M.
P207,193.69,193.96,0.27,Yeah.
T002,196.87,198.6,1.73,The cops you think? Number one.
T002,200.34,201.76,1.42,Why do you think that out of interest?
P191,204.72,210.81,6.09,"Mum was like no, never really. There's like an early every night called me. That's like those issues seen."
T002,211.7,212.15,0.45,Yeah.
T002,213.1,214.21,1.11,"Yeah, I guess that's fair."
T002,215.35,216.72,1.37,"OK, so."
T002,217.43,222.78,5.35,Cops number one. Everyone agree with that or anyone thinks that cars or monsters should be before it.
P207,224.0,226.3,2.3,Maybe monsters blocking cops.
T002,227.27,227.85,0.58,OK.
P207,227.41,228.24,0.83,Should be in the barn.
T002,229.17,232.06,2.89,So directing cops and then maybe monsters #2.
P207,232.31,233.68,1.37,"Yeah, that's what I'm thinking."
T002,234.01,236.62,2.61,And then that would leave cards and #3.
T002,237.71,240.82,3.11,"So cops, monsters and cars."
P186,241.61,242.04,0.43,Yep.
P207,241.72,242.05,0.33,Yeah.
T002,242.97,247.56,4.59,"OK, well I can reveal that monster is actually number one."
P207,247.31,248.36,1.05,"Ah, OK."
T002,249.23,252.81,3.58,The hard luck with monsters. Then cars and costs.
T002,253.78,257.67,3.89,So please no please like she lost.
P186,254.02,255.16,1.14,So we didn't get any of them right?
P207,255.44,256.01,0.57,No.
P191,256.43,256.98,0.55,Man.
P207,258.72,259.12,0.4,Damn.
T002,258.73,259.44,0.71,Uhm?
T002,260.33,263.63,3.3,"But yeah, it's a funny one I suppose. 'cause it really depends on what kinda."
T002,264.34,269.33,4.99,"What kind of movies you watch? If someone asks you that question, name something people are chased by in films and he walks like."
T002,270.25,275.64,5.39,I know loaded kind of horror sci-fi fantasy. You're gonna say some type of monster from me.
T002,276.37,278.96,2.59,Pretty big and Bella maybe that's why I put it there.
T002,280.86,287.83,6.97,"OK, we're going to do a couple of these, so we're going to do another question though you guys ready for a second question."
P191,281.19,281.57,0.38,Yeah.
P186,288.22,288.55,0.33,Yep.
P191,288.82,289.19,0.37,Yep.
P207,288.84,289.12,0.28,If.
T002,290.4,291.11,0.71,OK.
T002,291.79,294.52,2.73,Name an instrument in a Symphony Orchestra.
P186,295.5,296.01,0.51,Alan
T002,296.71,298.89,2.18,"Yeah, by lids on their 103."
P191,299.13,299.56,0.43,Uh.
P186,299.36,299.99,0.63,float
T002,301.09,302.64,1.55,Food is not there really.
P191,303.49,304.01,0.52,Hello.
P207,303.87,304.76,0.89,Hello yes.
T002,304.92,310.19,5.27,Cello yeah shadows under OK violin cello. We got two out of three. It's one more.
P186,313.43,314.0,0.57,Viola.
T002,314.97,318.18,3.21,Bialys on there would be funny if it was all just string instruments.
P186,319.55,320.9,1.35,The trumpet.
T002,321.84,322.98,1.14,Trump is not there.
P207,324.2,325.13,0.93,Saxophone
T002,326.24,327.38,1.14,No saxophones.
P191,328.0,328.94,0.94,Trombone.
T002,330.19,331.04,0.85,Not Rambo.
P186,332.7,334.39,1.69,Is it brass or?
T002,335.31,341.9,6.59,"Uh, it's not actually a brothel. And So what if we had only gone through the P string set a few brassland?"
T002,342.87,345.3,2.43,Funding other parts of the orchestra.
P191,345.62,347.33,1.71,Portland symbols
T002,348.14,350.97,2.83,"That's OK, that's that's related, so symbols."
T002,351.65,356.0,4.35,"Uh, well it's kind of a broader word for the type of instrument the symbol is."
P186,358.87,359.4,0.53,Medal.
P191,359.46,361.88,2.42,not professional person.
T002,361.25,365.56,4.31,"Percussion yet so. OK, another word for profession always there."
P191,367.11,367.73,0.62,Most.
T002,368.08,368.9,0.82,"Drugs, yeah?"
P207,370.3,370.73,0.43,Oh
T002,370.41,373.88,3.47,"The violin, cello, drums, those men top three."
P186,374.58,375.01,0.43,Urgent.
T002,375.53,380.8,5.27,"Yeah, uhm OK, what order do you think he drank these in there?"
P186,383.03,385.76,2.73,Kind of the order we called the mountain like violin.
T002,385.24,385.76,0.52,Yeah.
P207,385.88,386.47,0.59,yeah.
