speaker,start,end,duration,content
T002,0.04,11.59,11.55,Recording that so we can go ahead. So what we're going to do today is play a quiz game and you might be familiar with this game. If you've ever watched the TV show family feud or family Fight.
T002,12.24,28.19,15.95,"Uhm, but if you haven't, no worries 'cause I'm gonna go ahead and explain the game anyway, so I'm gonna ask you guys a question and this question was also asked to 100 people in a survey and you have to guess the most popular answers given in the survey. So the top 3 answers."
T002,28.96,37.63,8.67,"Like for example, if I asked you to name something people are afraid of, he might come up with spiders, heights and other people."
T002,38.77,46.38,7.61,"Uhm, and then I'm gonna ask you to rank these in order of popularity. So in this case the most popular would be spiders."
T002,46.99,49.32,2.33,And then heights number two other people #3.
T002,50.54,58.01,7.47,"Uh, so yeah, I don't remember that. They're not necessarily the most like correct answers, they're just what most people said."
T002,59.67,61.74,2.07,Any questions is that kind of clear enough.
T002,63.95,70.6,6.65,"Yeah, and you're working together this scenario, not like competing or anything, so you could just chat it whatever and give each other ideas."
T002,71.75,73.4,1.65,Guys ready for the first question.
P104,74.61,74.83,0.22,But
P090,75.11,75.5,0.39,Yep.
P087,75.11,75.5,0.39,Yep.
T002,76.61,77.04,0.43,Cool.
T002,78.39,81.82,3.43,Name something people are often chased by in movies?
T002,85.45,87.88,2.43,"Cars, yeah, that's that's one of them when I intrigued."
P104,88.92,89.67,0.75,the police.
T002,89.14,89.75,0.61,Pretty quick.
T002,90.57,97.85,7.28,"Yeah, that's another one. OK, it's a two out of three that was pretty quick. I think they actually said cops the same thing called police."
P104,97.52,98.17,0.65,Dogs.
T002,99.21,100.58,1.37,Dogs isn't on there.
P090,101.47,102.29,0.82,Serial killers
P087,101.47,102.29,0.82,Serial killers
T002,103.44,112.27,8.83,That's not on there either. I guess he's really kind of related to policing cars and cereal. Commercial T feels like he's bringing to mind a certain genre film.
T002,117.35,123.2,5.85,Try and think of the last time you saw in the last people. So what was their chasewater people being chased by?
P104,124.65,127.8,3.15,"So my evil character, like in a horror storm."
P086,127.18,128.14,0.96,"Yeah, the villain."
T002,129.58,131.47,1.89,"Bill isn't on there, but."
T002,132.23,133.91,1.68,"Yeah, you're kinda in the right bang."
T002,135.15,136.64,1.49,Like people already had kind of.
T002,137.55,145.1,7.55,"Say, uh, the kind of cop cars. Kind of a more realistic movie genre, but yes, in a in a horror film or in a fantasy film."
P104,146.79,147.57,0.78,Guests.
T002,148.5,149.66,1.16,Ghost isn't on there.
T002,150.41,153.24,2.83,But it's kind of related in the right direction.
T002,157.44,159.13,1.69,Try to think of a more general term.
P104,162.28,162.97,0.69,The body.
P086,162.3,164.0,1.7,Some kind of like monster?
T002,164.25,170.52,6.27,"Monster, yeah, that's it. That's well done. OK so we had we had cars."
T002,171.08,181.35,10.27,"Cops and monsters. So those are the top 3 answers and now I'm gonna ask you which order you think we should go in, which is number 1 less than most popular, do you think?"
T002,184.61,185.3,0.69,Cops
T002,186.27,190.09,3.82,"yeah, 'cause I make sense so cops cops number one."
P104,191.53,192.58,1.05,Then maybe monster.
P104,195.13,195.76,0.63,Phone calls.
T002,196.14,198.57,2.43,And then that would leave cars lost.
T002,199.7,203.01,3.31,Anyone else got any ideas? Anyone else wanna change these around or?
T002,205.62,210.37,4.75,So cops number would then monsters number 2 on cars #3.
T002,211.55,211.96,0.41,Yeah.
P086,212.32,213.19,0.87,"Yeah, that makes sense."
T002,213.93,214.44,0.51,OK.
T002,215.74,218.81,3.07,I can reveal that actually monsters this number 1.
T002,219.67,221.45,1.78,And then parse and then costs.
P104,223.33,223.81,0.48,Hello.
T002,223.37,229.4,6.03,A completely different over there. I guess it really depends on what kind of movies you watched it someone ask you that question.
T002,231.66,232.15,0.49,I don't know.
