speaker,start,end,duration,content
T002,0.05,28.64,28.59,"Yeah, I think that's recording that we can go ahead. And So what we're going to be doing today is playing a quiz game and it's one that you might be familiar with. If you've ever watched the TV show family feud or family Fight. But if you haven't, don't worry. 'cause I'm gonna explain it anyway, so I'm gonna ask you guys a question which was also asked to 100 people in a survey. And you've got to guess the most popular answers given to the question like the top three."
T002,29.3,49.36,20.06,"So say I asked you name something people are afraid of, you might come up with spiders heights and other people just what they said in the survey, and then afterwards I'm going to ask you to rank these 3 answers in order of popularity. So in this case the most popular with spiders and heights and other people."
T002,50.76,51.99,1.23,It's not kind of clear enough.
T002,52.89,59.74,6.85,"Yeah Oh yeah, and in this scenario you're not like competing or anything. You just like share the answers and try to guess them together."
T002,60.76,63.92,3.16,"So OK, we ready for the first question?"
T002,66.44,66.99,0.55,Cool.
T002,68.56,71.9,3.34,Name something people are often chased by in movies?
P110,76.04,76.3,0.26,Please.
T002,77.3,88.4,11.1,"The police, yeah, that's that's one of them. One out of three. They actually said cops I think. Well, same gift. I think it was an American survey, maybe so cops one out of three. Sorry, what did you say?"
P121,85.54,85.82,0.28,So.
P121,88.54,89.55,1.01,Murder of.
T002,89.92,93.61,3.69,"Murder rates milder, but I feel like that's kind of the same thing."
P135,96.32,97.37,1.05,Baby tigers
T002,98.23,99.68,1.45,Tigers is not there.
T002,102.28,107.09,4.81,Try to think of the last time you saw and if there was a chase in it. What was happening in the chase?
P110,110.81,111.65,0.84,Villains.
T002,113.06,116.23,3.17,Billings isn't on there either. I guess that's the Super broad term.
T002,117.88,118.71,0.83,Uh.
T002,121.38,123.16,1.78,Any other suggestions?
T002,127.96,132.81,4.85,"What about, say, come? So we plugged police, oh sorry, go ahead."
T002,135.12,136.04,0.92,So let's say something.
P117,135.61,139.65,4.04,"I was gonna say I was gonna say car but I don't know if that's too broad, yeah?"
T002,138.0,144.95,6.95,"Hi yeah, no, that's that's that's two out of three. No cars on the list so we got cops and cars. There's one more."
P117,141.86,142.37,0.51,Sick.
T002,146.02,154.82,8.8,"And as a hint, try and think of like, OK, so cops and cars are kinda in one genre trying to give another genre maybe less kinda realistic."
T002,162.21,164.82,2.61,Let's say you're watching a fantasy or horror film.
T002,166.25,167.36,1.11,Why would she be chased by?
P117,167.3,167.75,0.45,Zombie.
T002,168.84,181.71,12.87,"Zombies, girls in this in the right direction but trending kind of other things monster. Yeah, that's the third one fairplay OK so we had yeah cops first cars and monsters."
P110,173.48,174.51,1.03,Monsters.
T002,182.55,185.37,2.82,Now what do you think? How do you think you drank these?
T002,187.86,189.16,1.3,"So what's number one, do you think?"
P117,188.27,193.44,5.17,"Probably probably not saying order. I'd say cops, cars, monsters, there's no."
P121,193.81,194.54,0.73,Why don't you say that?
P117,194.47,194.98,0.51,I'd say.
T002,195.82,196.15,0.33,No.
P110,195.86,196.43,0.57,Yeah.
T002,196.88,199.61,2.73,Anyone disagree with that at all? I want to shift some things around.
P135,202.33,204.81,2.48,TV cars first uh.
P135,205.86,209.45,3.59,"By cops, cops probably comes probably will be first time I'm torn."
T002,210.2,214.19,3.99,"Yeah, it's hard 'cause I feel like cops are always in a car anyway."
P135,213.92,215.65,1.73,Chasing everybody guys.
T002,215.26,215.85,0.59,Yeah.
P117,215.63,216.08,0.45,Sure.
T002,218.41,225.35,6.94,"And remember, they're not like necessarily the most correct on series, but like make the most sense. It's just kind of what most people said."
P121,226.05,228.62,2.57,We're just guessing what would be the most popular answer.
T002,228.95,229.37,0.42,Yeah.
T002,233.66,236.67,3.01,So what are we going with for number one? So it cops their cars.
P135,237.5,238.41,0.91,They cups.
T002,239.23,239.76,0.53,Cops
P135,239.28,241.2,1.92,There's there's a general agreement.
T002,241.57,245.75,4.18,"OK, so costs cards and then monsters we go with that."
P117,246.74,247.27,0.53,And so.
T002,247.88,258.27,10.39,"OK, I can reveal that monsters is actually 1st and then cars and then cops so hard look 'cause but almost there."
P135,257.99,259.1,1.11,Got #2 right?
P117,259.14,260.25,1.11,"Oh, you got one right?"
T002,260.56,272.92,12.36,"Yeah yeah, I feel like it's a weird one that it really depends what kind of films you watch. Usually if you're asked or like what was the last movie you watched. Maybe monsters is just general, I don't know."
P117,270.47,270.89,0.42,To.
T002,274.18,277.48,3.3,"Anyway, uh, you guys only do another question you ready."
T002,278.78,279.37,0.59,OK.
T002,280.11,282.74,2.63,Name an instrument in a Symphony Orchestra.
P135,288.38,289.3,0.92,Violin.
T002,290.26,291.72,1.46,"Yeah, violins on there."
T002,292.42,293.65,1.23,Guess what I see?
P121,294.16,294.63,0.47,Hello.
T002,295.45,298.15,2.7,"Yeah, Teller don't know. Two out of three, so this quick."
P121,298.34,298.96,0.62,Saxophone
P117,299.08,299.43,0.35,This.
T002,300.1,301.69,1.59,"No, sex was all there."
T002,304.13,305.02,0.89,"What do you say, James?"
P117,305.96,306.71,0.75,Trump is.
T002,307.36,309.33,1.97,"Trump is not on there either, weirdly."
P117,311.92,312.98,1.06,2nd.
P135,312.88,313.74,0.86,Triangle.
T002,313.07,313.58,0.51,Basement.
T002,314.6,315.47,0.87,Triangle.
T002,316.3,320.73,4.43,"Well, that's not on the list, but it's kind of related to the third one."
P135,320.1,321.87,1.77,It was like symbols maybe.
P135,322.54,322.89,0.35,Yep.
T002,322.6,328.87,6.27,Also related but not not the one trying to get a general term for admit that tribal symbols of both fit into.
P135,329.77,331.36,1.59,I like percussion.
T002,332.11,334.74,2.63,"Yeah, right things the wrong word."
P135,332.17,332.49,0.32,Yeah.
P110,336.41,337.58,1.17,True north.
T002,337.71,338.54,0.83,"Drones, yeah?"
T002,339.61,345.97,6.36,"Yeah, I guess it's kind of kind of a weird one. So OK. Violin cello and drums."
T002,346.86,358.21,11.35,"I always got confused with what is. Actually I don't really know what's in orchestra, but I always associate like even just the word drums more with kind of pop music or rock. Like if I went to a live event somewhere."
T002,359.22,361.02,1.8,"Well, I guess they are still drums."
T002,362.4,366.23,3.83,"Uhm, alright, well or do we want to write these in there?"
P121,367.85,368.7,0.85,While in first.
T002,369.34,370.87,1.53,"Yep, Island first picture."
P117,369.98,371.09,1.11,"Thanks, sometimes you know."
P110,370.89,372.35,1.46,"Yeah, volume first."
T002,371.6,371.98,0.38,Yeah.
T002,372.73,373.18,0.45,Yeah.
P135,375.86,380.17,4.31,Maybe drums number two never knows of it. Never knows drums.
T002,380.81,381.28,0.47,Yeah.
T002,383.27,385.14,1.87,And then that would leave cello third.
T002,387.06,388.2,1.14,How do you guys think of that?
T002,391.33,392.8,1.47,Anyone agree disagree?
P117,393.57,394.93,1.36,"I'd probably agree with that, yeah?"
T002,397.22,401.55,4.33,"OK, so by then first drum, second challenge third."
T002,402.46,409.97,7.51,"I was almost right. Biden was first, but cello was second and then drums. So it's actually the same order that you called them right in."
P135,410.38,412.05,1.67,Real tough game.
T002,411.63,413.14,1.51,"Yeah, yeah."
T002,414.18,415.37,1.19,Took world out there.
T002,417.93,421.09,3.16,Well come distract ourselves with another question.
T002,422.22,442.71,20.49,"Uhm, so the third question I'm gonna ask you to bear in mind just as a hinge. So that was asked before the whole coronavirus pandemic things. Uh, maybe keep that in mind when you're trying to think of what people said. So the question is name a public place where you're likely to catch a cold or flu bug."
P135,445.54,446.31,0.77,Relevant.
T002,445.63,446.14,0.51,Everywhere.
P121,447.57,448.24,0.67,Night club
T002,449.78,453.84,4.06,"I feel like that's a super COVID themed answer. It's not on the list, but yeah."
P121,453.35,454.58,1.23,at night club.
T002,454.95,467.88,12.93,"No, it's it's not really COVID themed answer. I would say that I feel like I, I think of nightclub now 'cause I haven't been allowed in a nightclub in like a year, but I definitely wouldn't have said that before. I'd be like locked out of all night clubs."
T002,469.41,470.52,1.11,So that's not on there.
P110,470.99,471.85,0.86,Hospitals.
T002,472.69,475.3,2.61,"After this other OK, well, it's really nice."
P135,478.31,479.98,1.67,Maybe like a bus or a train.
T002,478.58,479.11,0.53,Two more.
T002,481.21,486.72,5.51,"Food close kinda right, right theme right then, but not a bus or train."
P110,488.92,492.41,3.49,"Is it like more generic, like public transporters only?"
T002,492.87,498.46,5.59,"No, it's a type, a type of transport, but not above. Searching what you say."
P110,495.13,495.66,0.53,OK.
P117,496.26,496.63,0.37,And.
P117,498.86,499.49,0.63,A plan.
T002,499.8,504.75,4.95,"Yeah, that's that's it. OK, two other things are hospital uh we got airplane."
P110,510.3,513.87,3.57,"My brain is saying school, but I feel like that's a covert answer."
T002,513.67,516.1,2.43,"No, it is that was good feelings, right?"
T002,517.49,522.84,5.35,I feel like schools are just like hotbeds of infection. Whatever stage of life you're in like.
P110,521.74,522.31,0.57,Yeah.
T002,524.28,534.37,10.09,"I vividly remember getting like headlights, warning letters in primary school. It's like send it out, be like you or someone in your class has this."
T002,535.4,535.81,0.41,Ray
P117,535.51,538.54,3.03,A measles outbreak in last year as well before COVID runtime.
T002,539.14,540.59,1.45,"oh, I don't even remember that."
P117,539.16,539.88,0.72,Automobiles
T002,542.31,543.76,1.45,Albums maybe I do.
T002,544.38,549.97,5.59,Feel like that was the thing I think my friend had months. That's it. That's a big one. This is scary scary illness.
T002,552.91,554.46,1.55,So glad I'm not in school anymore.
P121,554.73,555.14,0.41,She.
T002,556.3,562.1,5.8,"OK, so we had hostile hostile airplane and school."
T002,562.98,566.53,3.55,What order do you think would be like? What would be the most popular these?
P117,567.44,568.83,1.39,hospital at Imagine now.
P110,569.39,570.0,0.61,Yeah.
T002,572.53,574.6,2.07,The hospital #1
P110,576.96,581.65,4.69,I probably put school #2 and then airplane at the bottom.
P117,579.44,580.82,1.38,"Yeah, I definitely would not."
T002,582.39,582.86,0.47,yeah.
T002,584.42,585.79,1.37,He feels like a weird one.
T002,586.43,588.34,1.91,"So hospital, school airplane."
T002,590.42,604.59,14.17,"It's actually schoolhouse still airplane, so minor shift. And where do I feel like everyone has like either somebody works in a school or was in school recently, or like a sibling who's in schools? Maybe just think it's cool all the time wherever you are."
T002,605.5,606.23,0.73,Netflix.
T002,607.61,609.64,2.03,Airplane is another weird one that.
T002,610.4,612.65,2.25,I definitely wouldn't associate that much with.
T002,613.42,613.87,0.45,Like
T002,614.93,622.53,7.6,"getting a cold or flu, but maybe that's just like COVID brain 'cause I haven't been on a plane in so long. I'd always say the bus."
T002,625.33,626.06,0.73,OK.
T002,626.81,628.45,1.64,You guys ready for your 4th question?
T002,630.87,632.08,1.21,This is kind of tricky.
T002,632.67,635.36,2.69,Name something you do not learn in school.
P117,639.12,639.63,0.51,Taxes.
T002,640.91,644.23,3.32,"Taxes I feel should be on there, but totally isn't."
T002,646.61,649.95,3.34,I think we all would have appreciated a bit of education about that.
P110,656.41,657.17,0.76,Glow.
T002,658.63,660.14,1.51,Cloison on there either.
T002,670.64,671.25,0.61,Hard.
P110,670.76,671.5,0.74,Proceeds
T002,672.26,672.95,0.69,What you say?
P110,673.18,673.98,0.8,for saves.
T002,674.7,679.5,4.8,"First aid isn't on there either, although I did learn first aid in school, so proud of myself for that."
P110,678.09,680.25,2.16,"Yeah, so so did I. But like not every."
T002,681.4,682.04,0.64,Yeah.
P121,682.64,683.14,0.5,I'm not.
T002,682.74,683.45,0.71,Uh.
T002,684.26,685.61,1.35,"What sorry, but go ahead."
P121,685.24,690.31,5.07,"No, I'm just gonna say like some a lot of skills do sex. I put like not everyone does, but then I'm done."
T002,690.01,698.81,8.8,"Yeah, it's not on the list either. I feel like we're getting quite kind of modern hip woke answers, you know, taxes and specced."
P117,697.53,701.25,3.72,With a date would be something like how to swim or ride a bike or.
T002,701.76,708.1,6.34,"Uh, no, that's not. That's not on there, but kind of kind of related to one of them."
P117,703.41,705.05,1.64,Selective anything like that.
P135,705.57,713.25,7.68,"But maybe if it's an American survey, it might be like European history or you know world general."
T002,714.64,719.89,5.25,"Uh, that's my older, I guess maybe the American survey wouldn't even think of that as an option."
P135,718.17,718.65,0.48,Yep.
T002,720.89,723.48,2.59,I'm trying to think of like.
T002,724.46,731.03,6.57,"Something your parents might have said to you like, oh sure you don't learn that in school and like what would they be talking about when they said that?"
T002,738.25,739.22,0.97,It's really tough.
P117,738.3,739.31,1.01,Like DIY
T002,740.3,741.7,1.4,Odell is those.
T002,743.5,747.42,3.92,Keep going and mentioning that can you think of anything kind of in that theme?
P117,746.67,747.4,0.73,you're right.
T002,748.7,749.73,1.03,Or related.
P117,751.29,751.85,0.56,Translate
P121,752.97,753.98,1.01,Turn the heads and like.
T002,754.76,761.97,7.21,"Yeah, I read the house. One of them, one of them, is actually has toys. Yeah, one of those actually heads towards OK, what I did three were on the way."
P121,754.89,755.13,0.24,No.
P117,756.18,757.61,1.43,House for sale in.
P135,761.42,763.11,1.69,"He didn't have homec, obviously."
T002,764.14,764.72,0.58,Yeah.
T002,766.46,774.03,7.57,"I never did home math, but I am an eldest daughter with three brothers so I know it's short. Very, very well, very intimately."
T002,775.67,776.98,1.31,So how's tours?
T002,777.95,779.48,1.53,And then there's two more.
P121,781.87,784.91,3.04,"Like social skills, could I think is that you can do with like."
T002,784.55,785.6,1.05,It's not on there.
P135,788.18,789.69,1.51,How to change my tire?
T002,788.19,789.16,0.97,He kind of got into.
T002,790.75,792.04,1.29,How small in there either?
P121,793.34,794.39,1.05,Would it be anything like?
P121,795.41,798.46,3.05,I don't know 'cause like some like sports and stuff like that outside school.
P121,799.11,799.96,0.85,Or like a gym?
T002,800.58,801.79,1.21,That's not on there either.
P117,802.09,803.08,0.99,How to drive one?
T002,804.48,811.15,6.67,"Uhm, no. There's there one of them. He said. Social skills. One of them is actually kind of related to social skills."
T002,813.09,819.82,6.73,"So think about it like social skills, say, uh, you're kind of telling a little kid what to do."
T002,820.45,825.17,4.72,"One of the first things that you'll teach them when you say, bring them someone else has."
P117,825.93,826.7,0.77,His manners.
T002,827.01,832.63,5.62,"Manners, yeah, so OK. Two out of three we got towards about mothers. There's one more."
T002,833.29,837.11,3.82,"I feel like we're really painting a picture of the people who answered this survey, so."
T002,837.76,842.46,4.7,"Try and think of, you know if they're if they're saying all matters towards what else they be saying."
P117,842.85,843.54,0.69,Respect.
T002,844.82,845.65,0.83,No.
T002,846.5,848.17,1.67,All kinda in the same vein though.
P110,847.78,848.69,0.91,Morals.
T002,849.52,850.32,0.8,No.
T002,851.22,856.97,5.75,"These are all parts of, say try. Think of responsibilities you might have in the future."
T002,859.51,861.16,1.65,But they don't teach you that in class.
P135,863.16,864.89,1.73,How to set up a savings account?
T002,864.59,867.27,2.68,Evelyn is your is your Michael. Did you say something?
P121,867.75,869.84,2.09,"You know I said parenting, Sir."
T002,869.45,871.24,1.79,"Yeah, that's it. That's the last one."
P110,871.02,871.68,0.66,Oh
T002,872.71,880.12,7.41,"OK yeah, so I. I definitely feel like this is totally a. There is a generational gap going on here. We have taxes."
P117,879.32,880.41,1.09,The.
T002,882.08,883.05,0.97,Of the yeah.
T002,883.8,888.71,4.91,"Chores, manners, parenting that's it totally depends on your stage of life."
T002,889.62,890.25,0.63,Whatever.
T002,891.14,896.15,5.01,"So OK, what would we rank these now? Which will be number one first most popular."
P117,899.48,900.23,0.75,Uhm?
