speaker,start,end,duration,content
T001,4.92,18.23,13.31,Alright so hi everyone and thanks for coming. Today we're going to play a quiz so I'm going to ask you a question and it was asked to 100 people and I need you to give me the tree most popular answers to that question.
T001,18.98,24.8,5.82,"After you get the tree, most popular answers, I'm going to ask you to rank them from the most popular to the least popular."
T001,25.53,35.42,9.89,"So if for example I asked name something that people are afraid of the tree, most popular answers would be other people heights and spiders."
T001,36.36,40.53,4.17,But the ordering from most popular to least popular would be spiders heights and other people.
T001,41.28,48.0,6.72,"You need to work together as a team. OK, it's about. Find them and put them in the order so that it consensus at the end is necessary."
T001,48.67,49.38,0.71,Any questions?
P131,50.66,51.88,1.22,"No, that makes sense."
P109,51.96,52.35,0.39,Yep.
T001,52.74,59.5,6.76,"Brilliant, so our first question is name something that people are often chased by in movies."
P109,62.08,64.61,2.53,"I'd say thanks ambis, I don't know."
P144,65.08,66.5,1.42,Like murder.
T001,66.81,72.56,5.75,"Zombies, zombies, murderers. They're all kind of related to one of them. They're all related to one of them."
P157,66.87,67.96,1.09,"Yeah, baby."
P109,66.96,70.42,3.46,"Oh yeah, serial killer. Yes, serial killer."
P144,67.68,68.43,0.75,Real killer.
P144,69.33,70.54,1.21,"Yeah, real thing."
P144,71.4,72.33,0.93,Hot dogs
P109,73.59,74.24,0.65,Goats.
T001,73.66,74.43,0.77,Sorry Lydia.
P144,74.52,75.12,0.6,dogs.
P131,74.76,75.43,0.67,Monkey.
T001,76.03,77.1,1.07,"Monsters, did you say?"
P131,77.75,78.31,0.56,Yep.
T001,78.61,79.05,0.44,Yep.
P144,80.05,80.76,0.71,Dogs.
P109,80.16,81.99,1.83,"Dog, that's a good one, yeah?"
T001,82.29,84.96,2.67,"Yeah, so monsters is one of them. Dogs is not there though."
P109,85.35,89.23,3.88,A serial killer when someone sent by like murder.
P157,88.53,89.6,1.07,Yellow criminal.
T001,89.22,97.54,8.32,"No, no, but keep police is one. Yeah, police is 1 so we've got monsters and we've got police."
P109,91.23,92.12,0.89,Oh police.
P131,92.52,93.17,0.65,Released.
P109,97.77,98.31,0.54,OK.
T001,98.85,100.17,1.32,The criminals is not there.
P144,102.49,103.72,1.23,There are fears.
P144,104.58,105.08,0.5,Turn off.
T001,105.59,107.1,1.51,"No, not there."
P144,106.52,106.93,0.41,No.
P131,107.41,108.12,0.71,Abstract.
T001,110.16,110.87,0.71,No.
P109,110.31,111.33,1.02,Uhm?
P131,110.31,110.78,0.47,Ah.
P131,112.31,112.96,0.65,Cars.
P109,113.19,113.74,0.55,Yeah.
T001,113.47,115.15,1.68,"Cars, yeah, car chases."
T001,115.97,121.36,5.39,"So the tree most popular are monsters, police and cars."
P109,115.99,116.46,0.47,OK.
P109,121.55,121.91,0.36,Hey.
T001,122.56,126.38,3.82,What is the ordering from most popular to the least popular of those?
P131,128.3,130.61,2.31,Cars police monsters I don't know.
P109,130.66,131.23,0.57,Uh.
P131,131.72,134.57,2.85,What y'all think would be most.
P109,134.03,134.41,0.38,Mom.
P131,135.38,135.95,0.57,Cars.
P157,135.62,138.28,2.66,"I think I think ours is well, most popular."
P109,137.86,143.5,5.64,"'cause yeah, especially like police would chase you in cars. So I feel like that's like a company, yeah?"
P144,143.7,144.17,0.47,Yeah.
P131,145.33,146.72,1.39,"Bit of a combination, yes."
P109,146.66,147.11,0.45,Miller
P109,148.28,148.8,0.52,uhm.
P131,148.38,152.65,4.27,"But monsters are also pretty frequent, isn't it? I mean, there's so many zombie."
P109,151.29,151.64,0.35,Yeah.
P144,151.93,155.53,3.6,"Yeah, movies say monsters would be maybe second."
P109,152.87,153.96,1.09,Movie yeah.
P144,156.78,157.65,0.87,Brian office.
P109,158.38,172.42,14.04,"'cause I think like cars there's a lot of like fast and furious. There's a lot of like car chase scenes are really popular feeling films. But yeah, like monsters is a big genre 'cause you have like zombies, little, I guess. Like werewolf and vampires or whatever, yeah."
P109,174.4,175.11,0.71,Uhm?
P131,175.5,176.63,1.13,And police said.
P109,177.36,181.99,4.63,"Yes, so maybe yeah so cars, monsters then police."
P157,177.46,177.95,0.49,Yeah.
P131,182.91,183.52,0.61,Ah.
