speaker,start,end,duration,content
T001,1.44,9.85,8.41,OK so hi everyone and thanks for coming. Today we're going to be playing quiz so I'm going to ask you a question that we asked 100 people.
T001,10.52,27.65,17.13,"And you need to give me the three most popular answers to that question. And then I'm going to ask you to rank them from the most popular to the least popular. So, for example, if the question was named something that people are afraid of, you would say perhaps. Heights, spiders, and other people."
T001,28.36,32.31,3.95,"And the ranking would be spiders heights, other people."
T001,33.58,35.02,1.44,So any questions on that?
T001,36.86,43.31,6.45,"No, OK, so our first question is name something that people are often chased by in movies."
T001,47.12,48.29,1.17,"Car this is one of them, yeah."
P057,52.76,53.61,0.85,Other people.
P063,55.43,56.84,1.41,Name something that.
T001,56.4,60.47,4.07,Silly people are often chased by in movies.
P063,60.7,61.43,0.73,OK.
P047,62.52,63.51,0.99,I'm please.
T001,63.86,65.01,1.15,Police is another one yet.
T001,66.34,67.92,1.58,We've got cars and police.
P068,68.74,69.88,1.14,Detectives maybe.
T001,70.67,71.98,1.31,Not detectives know.
P057,73.9,74.79,0.89,Your lunch?
P063,74.0,75.08,1.08,Other people.
T001,75.83,78.13,2.3,Where people know Eliana. Did you say something there?
P057,78.28,79.31,1.03,I said villains.
T001,80.61,81.38,0.77,In a way.
T001,84.16,86.95,2.79,"Sometimes the last one is villains, but."
T001,90.92,94.79,3.87,Are there any particular types of movies out there where people get chased?
P047,94.36,96.73,2.37,Uhm like monsters.
T001,96.99,111.9,14.91,Monsters yeah monsters yeah. And so I think we had cars first cops 2nd and monsters 3rd. So I'm going to ask you to rank them now from the most popular to least popular and we have to reach a consensus on this.
T001,116.3,117.73,1.43,Does anyone got any thoughts?
P057,119.63,130.56,10.93,"Well, if you want to base it on the current movies that are being released at the moment, monsters we first and then you probably have an."
P057,131.63,134.31,2.68,Either cops or cars like.
P057,134.98,137.11,2.13,Somewhere you know interchanging there.
T001,139.15,141.18,2.03,So I saw a lot of I'm sorry go on Amelia.
P068,139.32,139.75,0.43,Buy this.
P068,141.38,142.72,1.34,"Sorry, that's OK, go on."
T001,143.36,148.44,5.08,"I was just gonna say, it seems that we had a good bit of agreement that monsters would be first so."
P068,149.2,156.63,7.43,"I was just going to say, yeah, I agree that monster should be first and according to me I think cops then cars would be something that I would think."
P047,157.64,158.25,0.61,I agree.
P063,157.72,159.19,1.47,"Yes, I agree, yeah."
P057,159.58,160.29,0.71,Likewise.
T001,160.79,163.36,2.57,"OK, so we're going monsters."
T001,164.75,166.6,1.85,And then cops. Was it in cars?
P068,165.94,166.27,0.33,Yeah.
P047,167.48,167.88,0.4,Yes.
T001,168.61,175.04,6.43,"So monsters is first, but cars and cops are swapped around, so it's cars 2nd and cops turd."
T001,176.03,181.07,5.04,"So unfortunately didn't get that one, but we've got another few questions, so hopefully you can get the next one."
T001,181.81,185.64,3.83,Our next question is name an instrument in a Symphony Orchestra.
P063,190.03,190.98,0.95,Violin.
T001,191.27,192.64,1.37,Violin is one of them. Yep.
P063,192.96,193.72,0.76,Piano.
P057,194.14,194.91,0.77,Flu.
T001,195.45,196.98,1.53,Not the piano and not the flute.
P063,198.49,201.18,2.69,Violoncello or something.
T001,200.64,202.34,1.7,"Yep, the cello cello is not home."
P063,201.84,202.57,0.73,So yeah.
P057,203.49,205.96,2.47,"The Trump is a trumpet, not mean."
T001,208.14,210.47,2.33,"It's not a trumpet, though. Trumpet isn't one of them."
P057,211.66,213.57,1.91,The this was this the.
P063,215.12,215.52,0.4,Yep.
T001,216.68,221.82,5.14,"I think it's a saxophone or clarinet, but it's needed this everley Amelia did any ideas?"
P057,225.62,228.15,2.53,"Let's see the clarinet, 'cause I think of Lisa."
P047,225.85,226.86,1.01,Uhm?
T001,228.97,230.76,1.79,Not not a clarinet clarinet isn't.
P047,229.52,230.08,0.56,Oh yeah.
P057,229.79,230.89,1.1,"Susan, no."
P047,234.23,238.39,4.16,I would like the conductor count as an instrument at all.
T001,238.37,242.79,4.42,"I don't think the conductor counts as an instrument, but it's not there anyway, so it's not there anymore."
P047,240.31,240.76,0.45,No.
P047,242.25,243.71,1.46,"Right, OK, right?"
P063,242.57,247.52,4.95,"OK, leader is called this one or not leader or ARP. I don't know the name."
T001,247.43,251.08,3.65,"No, it's not a. It's not a Harper lira like a lawyer."
P063,250.39,250.94,0.55,Hard.
P068,250.59,252.23,1.64,"Drones, drones."
T001,251.76,253.6,1.84,"Drums, yes. Drums is a."
T001,254.34,258.81,4.47,"The one that we're missing. So we had violin, cello and drums."
T001,260.07,263.26,3.19,"So what do you think was the most popular dental, at least popular with that?"
P063,264.68,266.79,2.11,I think violin is the most popular.
P047,267.49,268.28,0.79,I agree.
P057,267.57,268.68,1.11,And then the cello.
P047,270.05,270.44,0.39,Yeah.
P063,270.76,271.62,0.86,"Yeah, eventually."
P047,272.56,274.7,2.14,"And then drums last, I think."
P063,273.79,274.26,0.47,Yeah.
P057,274.08,274.49,0.41,Yeah.
T001,275.36,277.65,2.29,"Amelia, do you think that's a good order?"
P068,278.06,278.89,0.83,"Yeah, yeah."
T001,280.14,294.15,14.01,"Well, I'm I'm glad to say that's correct. Yeah, that's that's one correct order. So we're one out of two for the moment. Let's see if we can get the third one. So name a public place where you're likely to catch a cold or flu."
P047,282.87,283.16,0.29,Yeah.
T001,294.83,301.04,6.21,"With the knows that this was given to people before the pandemic, so the answer isn't everywhere but."
T001,302.98,306.08,3.1,Sort of tree places where you would likely catch a cold or flu.
P057,306.17,307.32,1.15,A hospital.
T001,307.84,309.32,1.48,"Yep, Hospital is one of them."
P047,310.24,311.97,1.73,On public transport.
T001,313.51,315.63,2.12,Think along the lines of public transport.
P057,317.19,318.1,0.91,Buses
T001,318.82,320.29,1.47,"Not boss, no."
P068,320.87,321.57,0.7,Trains.
T001,322.08,323.09,1.01,Not a train.
P047,324.42,325.39,0.97,Oh an airplane.
T001,325.728,326.51,0.782,An airplane yet?
P057,326.7,327.29,0.59,Oh yeah.
T001,328.84,330.62,1.78,So you've got hospital and airplane.
P047,329.38,330.05,0.67,And.
T001,331.31,335.14,3.83,"We're looking for one more that's cool. Yeah, right off the bat."
P047,331.39,332.3,0.91,A school.
T001,336.22,337.29,1.07,So we have school.
T001,338.16,340.83,2.67,I think school airplane in the hospital.
T001,343.03,346.985,3.955,"Very very good again these quickly, but now we've got to do the hard part which is ranking them."
P047,350.36,354.61,4.25,"I would I personally would put school first, I would say."
P057,357.24,374.41,17.17,"I yeah, I agree. I reckon Eric in the hospital just 'cause they are immunocompromised people there. So it means they need system is lower so it's more likely for them to get ill. And then maybe school and then airplanes because airplanes are somewhat sanitized."
P068,357.41,358.34,0.93,Ask first.
P063,358.06,359.01,0.95,Hospital
P063,361.68,362.17,0.49,yeah.
P068,361.76,362.15,0.39,Yeah.
P047,364.85,365.91,1.06,Oh true.
P068,371.83,372.32,0.49,Yes.
P063,372.16,372.53,0.37,Yeah.
P047,372.66,373.05,0.39,Yeah.
P068,374.95,375.84,0.89,"I agree, yeah."
P063,375.71,376.52,0.81,"Yes, yes."
P047,376.36,378.05,1.69,"I agree, yeah, that's good."
P063,378.04,378.45,0.41,Through
T001,378.86,380.05,1.19,"And Lillian, you agree as well."
P063,380.71,381.48,0.77,yes yes.
T001,381.78,382.99,1.21,So just to be sure.
T001,384.47,387.78,3.31,"We're going hospital, school, airplane."
T001,390.8,403.92,13.12,"Well, school and hospital were actually switched around. Airplane is the last one, but it goes school, hospital, airplane. So you were close, you're close. I think it's a bit of a 5050 between school and hospital to be honest."
P047,391.01,391.34,0.33,Yes.
P057,397.29,397.96,0.67,Ah.
T001,405.14,409.55,4.41,"No worries, so we move on. We've got another few questions, so it's going to be."
T001,410.46,413.15,2.69,Name something that you did not learn in school?
T001,422.54,426.19,3.65,So what are some things that you didn't learn in school that might might have been helpful?
P057,427.18,428.31,1.13,How to change a tire?
T001,429.51,430.98,1.47,Something close to that.
P047,433.71,434.59,0.88,I'm driving.
