speaker,start,end,duration,content
T001,1.1,12.07,10.97,"So hello everyone and thanks for coming today. We're going to play a quiz, so I'm going to ask you a question that was asked to 100 people and you need to give me the three most popular answers."
T001,13.1,23.98,10.88,"After you get the top tree answers, I'm going to ask you to rank them from most popular to least popular. So, for example, if I ask you to question name something people are afraid of."
T001,25.19,30.09,4.9,"You know the tree. Most popular answers would be heights, spiders and other people."
T001,31.1,36.3,5.2,"And when asked to rank them, you know the the ranking is spiders heights, other people?"
T001,37.58,41.17,3.59,So hopefully that's clear any questions at this point.
P022,41.7,42.12,0.42,Nope.
T001,43.68,47.39,3.71,"OK, brilliant, I'm please do work as a team so."
T001,48.08,52.96,4.88,The first question is name something that people are often chased by in movies.
T001,60.33,62.69,2.36,So what are people chased by movies? Sorry.
P007,60.96,61.35,0.39,No.
P007,62.2,64.03,1.83,Dog dog.
T001,64.58,65.61,1.03,"Not dogs, no."
P022,66.32,68.13,1.81,I'm going to guess criminals.
T001,70.2,74.75,4.55,"Criminal is a good one, but not there. But think along those lines."
P022,73.74,74.29,0.55,You could do it.
P022,75.21,76.32,1.11,Other people then?
P007,75.97,78.04,2.07,"Gangsters, gangsters."
T001,78.18,81.6,3.42,"Not gangsters water day, typically chased by."
P049,84.3,84.96,0.66,Gunmen
T001,85.75,86.19,0.44,Sorry.
P049,86.58,87.41,0.83,a gunman.
T001,87.8,90.68,2.88,I've got men who would be chasing these people.
P022,90.87,92.25,1.38,Stop the police.
P007,91.73,93.72,1.99,Please please please.
T001,92.44,94.64,2.2,"The police yeah, the police police are one."
P022,93.22,95.81,2.59,"Yeah, OK yeah OK."
T001,97.0,98.11,1.11,So police is one of them.
P007,99.04,100.92,1.88,"Uh, the change?"
P049,104.93,105.95,1.02,Bad guy.
T001,107.43,109.91,2.48,Oh bad guys. Think along those lines.
P049,111.03,111.85,0.82,Villain.
T001,114.2,118.47,4.27,Keep thinking you know something that's a very popular genre of.
T001,119.15,119.84,0.69,A film.
P049,120.66,123.14,2.48,"Yeah, I haven't seen any of The Avengers so."
P022,123.99,124.7,0.71,Uhm?
T001,124.49,128.0,3.51,"Not superheroes anyway, but what's it like? What's a another like broad?"
P022,127.08,127.56,0.48,Hello.
P022,128.41,131.18,2.77,What account is like a car chase when people be chased by cars?
T001,131.19,132.5,1.31,"Cars is another one, yeah."
T001,134.34,137.51,3.17,It's got a police and cars. We got one more.
P007,138.32,141.85,3.53,"Flights or something like that, like space ships or."
T001,143.18,148.53,5.35,"UH-10 again, think closer there. What's the? What's a very famous type of movie?"
