speaker,start,end,duration,content
T001,0.12,9.57,9.45,"Hi everyone, thanks for coming today. We're going to play a quiz so I'm going to ask you a question that was asked to 100 people and you need to give me the three most popular answers."
T001,10.2,20.36,10.16,"After you find the three most popular answers, I'm going to ask you to rank them from the most popular to the least popular. So, for example, if I said name, something that people are afraid of."
T001,21.0,31.07,10.07,"You might say other people, spiders and heights and then the ranking of most popular to least popular would be spiders heights, other people."
T001,31.86,32.4,0.54,Uhm?
T001,33.1,44.89,11.79,"You need to kind of reach a consensus, wish. The ordering of things, so there would be a bit of debate, but the interaction and hopefully you come to something you can all agree on. So do you have any questions?"
T001,47.26,55.37,8.11,Gotta take silence as a know. So our first question is name something people are often chased by in movies.
P092,58.23,60.27,2.04,Come to a car like a.
T001,60.62,61.8,1.18,"Yeah, cars is one of them."
P112,65.06,65.81,0.75,Valence
T001,67.63,69.24,1.61,Think close to villains.
P094,72.19,73.28,1.09,Murders.
P096,72.82,73.39,0.57,Monster
T001,74.06,77.26,3.2,Still still think kind of in those lines were not.
T001,82.05,84.04,1.99,'cause the very famous type of movie.
P096,87.9,88.51,0.61,shark
T001,89.6,90.99,1.39,Still close.
P092,92.18,93.89,1.71,"Monsters, I don't know."
T001,93.47,99.12,5.65,"Monsters yeah monster movies, so that's a that's another one. There's one more."
P094,101.0,101.59,0.59,Animals.
T001,102.61,103.37,0.76,No.
T001,114.41,118.7,4.29,"You said you said villains area. It's kind of very similar. Well, it's related to that."
P092,122.76,123.51,0.75,Enemy.
T001,124.65,125.71,1.06,Not quite.
P096,127.17,128.02,0.85,The bad guy.
T001,129.02,129.95,0.93,No.
T001,136.01,137.24,1.23,If you were a villain.
T001,139.02,140.35,1.33,What would you be chased by?
P094,142.42,142.93,0.51,The car.
T001,143.55,154.84,11.29,"Yeah, exactly the police. So those are the tree that we have. I think in the order you gave them to me it was cars, monsters and then you know cops or police so."
T001,155.46,158.79,3.33,Now you're going to try and rank them from the most popular to the least popular.
P094,161.78,163.11,1.33,It said there's a lot of like.
P094,165.25,166.57,1.32,Police dramas
P094,167.56,168.57,1.01,in movies.
P094,169.78,171.02,1.24,Hyperloop films.
P112,174.16,175.47,1.31,I'd agree with the police one.
T001,180.63,183.46,2.83,"Gina Claire, have you got any? UM in the way in on?"
P092,184.13,185.09,0.96,Uhm?
P092,185.97,195.27,9.3,"Yeah, I probably would have said monsters or fixed one, or like, yeah, evil creatures, but I'm I'm. Yeah, I'm happy to go with police."
P096,199.4,202.52,3.12,"Yeah, I would have said either police or monsters is the first one."
P096,203.56,206.41,2.85,"And in cars, probably 2nd."
P096,207.11,208.16,1.05,So auto mind.
P092,212.85,215.32,2.47,I feel like ours is probably the third one.
P094,217.4,221.52,4.12,"OK, so which would we put as the first then monsters or police?"
