speaker,start,end,duration,content
T002,0.78,3.1,2.32,I think that's recording so we can start.
T002,3.77,19.43,15.66,"Hello everybody, thank you so much for joining us today really means a lot today. We're just going to play a quiz game which you might be familiar with if you've ever seen the TV show family feud or Family Fight. But if you haven't, don't worry. 'cause I'm going to explain it anyway."
T002,20.28,29.63,9.35,So I'm gonna ask you guys a question which was also asked 100 people in the survey and you have to guess the most popular answers for the survey. So the top 3 answers.
T002,30.43,49.64,19.21,"And then afterwards, once you have the top 3 answers, I get off speech like rank them in order of popularity. So for example, if I asked you name something people are afraid of, you might come up with spiders heights and other people and this kind of spiders would be the most popular then heights and then other people."
T002,50.8,57.42,6.62,"And remember, it's not necessarily the most like correct answer, but just I guess the word that people said the most."
T002,58.57,66.86,8.29,"Uhm, I give you guys a hint of you're stuck and you're not like competing in this scenario. You're working together. You can shout things out and just goes to each other or whatever."
T002,68.07,69.17,1.1,"Outside, clear enough."
P141,69.77,70.24,0.47,Yep.
P127,70.17,71.04,0.87,"Yep, Yep."
T002,71.19,72.74,1.55,He got ready for the first question.
P141,73.24,73.71,0.47,Yep.
P154,73.77,74.28,0.51,Miss.
T002,75.16,75.61,0.45,OK.
T002,77.65,81.3,3.65,Name something people are often chased by in movies?
P147,84.05,84.68,0.63,The people.
T002,86.16,90.67,4.51,"Uh, people is not there, but it's close to one of them."
T002,92.6,93.23,0.63,What do you say?
P127,93.46,94.03,0.57,Zombie.
P127,95.57,96.24,0.67,A zombie.
T002,96.59,109.14,12.55,"Zombie that's close. That's kind of in the right genre to try and figure like a broader term for something like a zombie ghost and zombie, try and take it like a broader chair that could describe maybe all of those."
P154,102.2,102.93,0.73,Goes.
P127,110.1,110.75,0.65,A soul.
P147,110.22,110.52,0.3,Move.
T002,110.35,110.74,0.39,Psycho
P141,111.61,115.19,3.58,"Take that monsters movie basically, yeah so."
T002,112.43,114.31,1.88,no monsters.
P154,114.9,115.43,0.53,Works.
T002,115.23,121.76,6.53,"Yeah, monsters? OK, that was yeah, so that's one of the pre know 'cause that's that's that's where I was getting up with the zombies and ghosts."
P141,121.4,121.78,0.38,Next
T002,122.35,125.06,2.71,"So monsters, there's two more things."
P141,125.17,131.34,6.17,"so we did the oil type movies, so we need to think about other type of movies. I think as well. So like."
T002,130.82,131.35,0.53,Yeah.
P141,132.18,133.79,1.61,Call yeah carrots.
T002,132.24,138.11,5.87,"Yeah car yeah, that's two out of three right? So monsters, cars, and there's one more."
P147,139.52,140.15,0.63,Animals.
T002,141.13,142.92,1.79,"No, animals isn't on there really."
P141,144.4,148.94,4.54,"Maybe people were already thinking it's monsters already, so you know it got."
T002,147.66,149.72,2.06,Hell yeah.
P127,148.29,148.87,0.58,Yeah.
P141,149.95,150.68,0.73,Uh.
P141,152.44,156.53,4.09,So it kind of so we did the action movie type.
T002,160.78,170.41,9.63,"Remember that already have to be logically separated, either 'cause these are just random people on the street, like guessing things they're not going to throw them into categories categories necessarily."
P141,164.48,165.09,0.61,Yeah.
P154,174.88,176.12,1.24,Faced by police.
T002,176.57,178.35,1.78,"Yeah please, that's the third one."
P154,177.63,178.08,0.45,Oh yeah.
P141,178.27,178.73,0.46,Yeah.
T002,179.88,192.67,12.79,"They actually said cops because I think it was an American survey, but whatever cops police, same thing. So we had monsters, cars and cops know what order would you arrange these in in terms of popularity?"
P154,180.42,180.77,0.35,The.
P154,183.65,184.32,0.67,Black Ops
P141,184.42,184.77,0.35,Yeah.
P147,194.97,196.02,1.05,Monsters first.
