speaker,start,end,duration,content
T002,0.04,2.94,2.9,"I think that recording is just started there, so we can begin."
T002,3.65,16.34,12.69,"And So what we're going to be doing today is a quiz game and you might be familiar with this from a TV show called Family Feud or Family Fights we've ever watched that. But if you haven't, don't don't worry. For when I say that anyway."
T002,17.07,25.32,8.25,So I'm going to ask you all the question on this question was previously asked to like 100 people in just a random survey.
T002,25.99,42.25,16.26,"And you have to try and guess the most popular answers given in the survey. So say I asked you name something people are afraid of. He might come up with spiders heights and other people, so they're the three most popular answers that were taken on the day."
T002,43.13,54.54,11.41,"And then afterwards I'm gonna ask you to rank the top 3 answers in order of popularity. So which do you think was the worst? Spiders was most common than heights that other people, but that clears that, alright?"
P088,55.01,55.34,0.33,Yep.
T002,55.86,64.31,8.45,"OK, and in this scenario you're not like against each other or anything. You could just shout out answers, talk to each other about what you think is best, whatever together."
T002,65.97,67.94,1.97,"OK, ready for your question one."
T002,70.64,73.81,3.17,Name something people are often chased by in movies?
P103,79.04,79.61,0.57,Police
P088,79.14,79.99,0.85,A car chase.
P088,80.99,81.76,0.77,The cars.
T002,81.64,85.15,3.51,"Oh wait, I heard I heard you heard cars police."
P103,84.83,85.32,0.49,police.
T002,85.93,99.78,13.85,"Yeah, they're actually both on the list, so you got two out of three already. So yeah, I think they said costs, but basically the same thing I think was attacked. The survey was taken in America, cops and cars, or both of them. It's so well done, there's just one more now."
P088,100.8,101.21,0.41,And.
P088,103.51,104.23,0.72,Talks.
T002,105.23,105.92,0.69,No.
P123,107.3,107.85,0.55,Robbery.
T002,107.3,109.61,2.31,I think it's like filthy West recently and.
T002,110.41,111.58,1.17,"I'm sorry, what did you say?"
P123,111.61,113.48,1.87,"Bank robbers, or like other people."
T002,114.5,116.21,1.71,"Uh, no, that's not on there."
T002,116.85,123.12,6.27,"I remember these aren't necessarily the most correct answers, so just what people said animals isn't on the list either."
P103,117.05,117.74,0.69,Animals.
P116,131.02,132.91,1.89,Would it be a type of animal? Can we ask that?
T002,133.88,137.96,4.08,"Oh yeah, you can ask that. But, uh, not exactly. It's kind of related."
T002,138.84,140.84,2.0,"We're all kind of giving, very, uh."
T002,141.95,147.0,5.05,"Realistic answers, but remember a movie doesn't have to be, you know, set in the real world."
P088,147.1,148.31,1.21,I like monsters.
T002,148.43,158.39,9.96,"Monsters, yeah, that's the third one I got was pretty quick so we had we had cops and cars then monsters. They're the top 3 answers and you felt the world."
T002,159.02,163.05,4.03,So now how do you think you drank these? 'cause she think was the most popular?
P103,165.3,166.45,1.15,Probably cars.
P088,168.66,170.26,1.6,I'd say cars are police.
P088,171.98,176.37,4.39,Followed by cars or police and then monsters lost.
P123,176.48,178.89,2.41,"Yeah, I think I'd agree with that as well."
T002,180.05,188.89,8.84,"OK, so monsters Daphne in last place then and then. OK just which which number will then police their cars just?"
P123,189.28,192.93,3.65,"I feel like police could be #1, but I think that's just."
P088,193.85,196.93,3.08,Yeah I would. I would go with police as well for number 1.
P123,194.06,194.49,0.43,Miguel.
T002,197.49,202.51,5.02,"OK so cops, cars and monsters. You guys help you with that."
T002,204.83,211.78,6.95,"OK, I could reveal that cops actually lost monsters with first and cars with second."
P123,212.53,213.03,0.5,Oh
T002,213.59,214.24,0.65,Yeah.
T002,215.61,223.06,7.45,"I guess it just depends what movies usually watch and someone asks you a lot of people chased by so you watch a lot of sci-fi. You might say monsters, and I don't know."
P088,221.97,222.58,0.61,Yeah.
T002,225.57,228.0,2.43,OK you guys ready for the second question.
T002,231.04,233.65,2.61,Name an instrument in a Symphony Orchestra.
P103,234.55,235.2,0.65,Violin.
T002,235.83,238.34,2.51,"Yeah, well, it's under those."
P088,239.24,239.89,0.65,Cello
T002,240.69,244.98,4.29,"Yeah, that's all. There is a violin cello OK, only only one more left."
P088,245.44,246.21,0.77,Viola
T002,246.94,250.59,3.65,"No, be funny if it was by Nintendo by owner, so the string instrument."
P103,249.6,250.19,0.59,Trumpet.
P123,251.87,253.86,1.99,Like a flash or something like this.
T002,252.45,252.86,0.41,It.
T002,254.45,259.06,4.61,"Fluid is not there, but I feel like it should be just such a classical orchestra instrument."
P088,262.94,264.11,1.17,doublebass
T002,265.51,265.98,0.47,No.
P088,267.04,267.69,0.65,tympany
T002,268.78,269.39,0.61,No.
P103,270.92,272.23,1.31,Would it be a brass instrument?
T002,273.49,279.67,6.18,"No, actually, weirdly, there's no browse instruments on that top three list of answers, which I think again is really strange."
P123,277.81,278.22,0.41,Oh
P123,279.84,281.38,1.54,"oh, like trumpeter, oh, that's"
