speaker,start,end,duration,content
T001,1.6,23.01,21.41,"Alright so hi everyone, thanks for coming today. We're going to be playing a quiz so I'm going to ask you a question that was asked to 100 people and you need to give me the tree most popular answers to that question. And after you get the top 3 answers, we're going to rank them from most popular to least popular. So for example, if the question was named something that people are afraid of."
T001,23.59,32.54,8.95,"You might say heights. Older people and spiders, so those would be the top tree and then you would rank them spiders, heights and other people."
T001,33.4,36.37,2.97,So do you have any questions on the format of this?
T001,38.45,46.12,7.67,"Nope, OK, brilliant. So our first question is going to be named something that people are often chased by in movies."
T001,52.01,53.12,1.11,So we have any ideas?
P071,54.72,55.63,0.91,Other people.
T001,57.13,59.42,2.29,"Yeah, but more specific maybe."
P071,60.56,61.05,0.49,Uh.
P114,60.92,61.48,0.56,Ehlers
P071,62.39,62.76,0.37,Yeah.
T001,62.88,67.11,4.23,"Killers getting close. Police is one, yeah."
P114,64.81,65.47,0.66,police
T001,67.96,69.05,1.09,So please is one of them.
P071,71.67,73.01,1.34,Monsters is some kind.
P030,71.78,72.37,0.59,Zombies.
T001,73.31,75.74,2.43,"Yep, monsters monsters is another one."
T001,77.65,79.9,2.25,So we've got monsters police.
T001,80.74,82.41,1.67,And there's one more that we're looking for.
P067,84.31,85.44,1.13,Cars limited.
T001,85.75,86.56,0.81,"Cars, yeah."
T001,87.94,93.67,5.73,So you know typical car chase type stuff. So we had cops.
T001,94.62,106.15,11.53,"Monsters and cars. Those are treated. You give me those at the top tree, so I'm going to ask you now to rank them from the most popular answer to the least popular answer needs to reach a bit of a consensus on this so."
P114,108.38,109.01,0.63,At.
P114,109.79,112.84,3.05,"I jumped first cars, police monsters."
P071,114.11,116.6,2.49,As in cars number one or cars Dimitry?
P114,116.89,118.0,1.11,Card number one yeah.
P071,120.11,120.88,0.77,Please watch.
P071,123.81,126.84,3.03,"Ah, I would have went the exact opposite, but sure."
P114,126.87,127.88,1.01,Really OK.
P071,129.27,130.9,1.63,"But then again, that's yeah."
T001,129.87,131.4,1.53,You're all going to have to debate it now.
